ichorcna_strat,feat,.metric,mean,median,sd,ci_95_lower,ci_95_upper,sem_lower,sem_upper
"(0.03, 0.1]",SD,Sensitivity,0.6952577129357315,0.6944444444444444,0.06183426833412071,0.6781181281998154,0.7123972976716475,0.6865130268459784,0.7040023990254846
"(0.03, 0.1]",SD,Specificity,0.9271674069204072,0.9242424242424242,0.033622076335409555,0.917847842836066,0.9364869710047484,0.9224125272855392,0.9319222865552752
"(0.03, 0.1]",SD,F1,0.7605691348015357,0.7669683257918551,0.049901928348133694,0.7467370259652695,0.7744012436378018,0.7535119364156856,0.7676263331873857
"(0.03, 0.1]",SD,Accuracy,0.8438807998446903,0.8514851485148515,0.03284988667571494,0.8347752758138841,0.8529863238754966,0.8392351243187688,0.8485264753706119
"(0.03, 0.1]",CNV,AUROC,0.9313247222573241,0.9296043103246083,0.02033895325041104,0.9256870520452082,0.93696239246944,0.9284483599042037,0.9342010846104445
"(0.03, 0.1]",CNV,AUPRC,0.918437766620816,0.9212218987702825,0.020677438620732,0.9127062730508311,0.9241692601908009,0.9155135352075584,0.9213619980340736
"(0.03, 0.1]",CNV,Sensitivity,0.7618711616482514,0.7639318885448916,0.05778605705923875,0.7458536838288402,0.7778886394676626,0.7536989790873273,0.7700433442091755
"(0.03, 0.1]",CNV,Specificity,0.9408045916761152,0.9411764705882352,0.03397362973412257,0.9313875819612397,0.9502216013909907,0.9359999948828114,0.945609188469419
"(0.03, 0.1]",CNV,F1,0.8152996739526339,0.8200498132004981,0.037972170209255786,0.8047743253645108,0.8258250225407571,0.809929598142367,0.8206697497629009
"(0.03, 0.1]",CNV,Accuracy,0.8770665890118423,0.8811881188118812,0.023928791727651975,0.8704338663405228,0.8836993116831618,0.8736825468325976,0.880450631191087
"(0.03, 0.1]",C/T,AUROC,0.7195140863574737,0.7198432278613199,0.0402759755891075,0.7083501554979527,0.7306780172169948,0.7138182032658814,0.725209969449066
"(0.03, 0.1]",C/T,AUPRC,0.651362351559818,0.6468469827374763,0.057637262350710566,0.6353861175293896,0.6673385855902465,0.6432112117483749,0.6595134913712611
"(0.03, 0.1]",C/T,Sensitivity,0.5754202040115353,0.5714285714285714,0.08315209651543587,0.5523716187756856,0.5984687892473849,0.5636607217483467,0.5871796862747238
"(0.03, 0.1]",C/T,Specificity,0.7862705840381309,0.7846153846153846,0.05504086269409258,0.7710140352748175,0.8015271328014443,0.7784866305874608,0.794054537488801
"(0.03, 0.1]",C/T,F1,0.5849799627371738,0.5864253393665159,0.050123361879700574,0.5710864756574204,0.5988734498169271,0.5778914489209731,0.5920684765533745
"(0.03, 0.1]",C/T,Accuracy,0.7106755969714619,0.7128712871287128,0.030572199585135313,0.7022014155916263,0.7191497783512975,0.7063520350429743,0.7149991588999495
"(0.03, 0.1]",S/L,AUROC,0.7552000693965832,0.752032227032227,0.05062937072579953,0.7411663238205544,0.7692338149726121,0.7480399951230992,0.7623601436700673
"(0.03, 0.1]",S/L,AUPRC,0.7307768873985425,0.7362844337568355,0.06111412576145697,0.7138369159996747,0.7477168587974103,0.7221340448480997,0.7394197299489853
"(0.03, 0.1]",S/L,Sensitivity,0.5303707604326799,0.5349761526232115,0.07563252429274057,0.5094064942768639,0.551335026588496,0.5196747062715493,0.5410668145938106
"(0.03, 0.1]",S/L,Specificity,0.9244311508276025,0.9370039682539681,0.03692408183027725,0.9141963175163024,0.9346659841389027,0.9192092970973473,0.9296530045578577
"(0.03, 0.1]",S/L,F1,0.6349076035688328,0.6324561403508772,0.07455909588693774,0.6142408765869225,0.6555743305507431,0.6243633551086745,0.6454518520289911
"(0.03, 0.1]",S/L,Accuracy,0.783379926227917,0.7843137254901961,0.04133590535746518,0.7719221978258953,0.7948376546299386,0.7775341464309672,0.7892257060248667
"(0.1, 1]",All,AUROC,0.9989420900811682,1,0.0019547132586921656,0.9984002712089736,0.9994839089533628,0.9986656518810689,0.9992185282812674
"(0.1, 1]",All,AUPRC,0.9985219915871062,0.9999999999999996,0.002530190506762609,0.9978206585600161,0.9992233246141963,0.9981641686141011,0.9988798145601113
"(0.1, 1]",All,Sensitivity,0.9656076188457446,0.9736842105263158,0.03223317502412199,0.9566730385633627,0.9745421991281266,0.9610491595179987,0.9701660781734905
"(0.1, 1]",All,Specificity,0.9972230964246295,1,0.00987894369988338,0.9944847929368196,0.9999613999124394,0.9958260028084,0.998620190040859
"(0.1, 1]",All,F1,0.9799739918579848,0.9863013698630136,0.01816393797849881,0.9749392051206667,0.985008778595303,0.9774052231144552,0.9825427606015145
"(0.1, 1]",All,Accuracy,0.9851985332552287,0.9902912621359224,0.013621956387384972,0.9814227195832861,0.9889743469271712,0.9832720977083192,0.9871249688021381
"(0.1, 1]",Length,AUROC,0.9719108465897999,0.9728515625,0.016429707021202767,0.9673567641487404,0.9764649290308594,0.9695873351402797,0.97423435803932
"(0.1, 1]",Length,AUPRC,0.9629536471503443,0.9668245344430269,0.020811213175523206,0.9571850731655808,0.9687222211351078,0.960010497158118,0.9658967971425705
"(0.1, 1]",Length,Sensitivity,0.8670452972725117,0.868421052631579,0.05421811683591325,0.8520168020259988,0.8820737925190245,0.8593776976569439,0.8747128968880794
"(0.1, 1]",Length,Specificity,0.9685729012908404,0.9692307692307692,0.018653556534262223,0.96340239921394,0.9737434033677408,0.9659348900271157,0.971210912554565
"(0.1, 1]",Length,F1,0.9028485247668151,0.9032743067156699,0.033779274957685596,0.8934853874474464,0.9122116620861838,0.8980714138895862,0.907625635644044
"(0.1, 1]",Length,Accuracy,0.9304414009999282,0.9320388349514565,0.02372171201893854,0.9238660778953894,0.937016724104467,0.9270866443139391,0.9337961576859174
"(0.1, 1]",SD,AUROC,0.9762558930240163,0.97934965210507,0.013810395235712621,0.9724278467681771,0.9800839392798555,0.9743028081996086,0.978208977848424
"(0.1, 1]",SD,AUPRC,0.9719521109424436,0.974302150931815,0.01414528611841993,0.9680312376698694,0.9758729842150178,0.9699516653952118,0.9739525564896754
"(0.1, 1]",SD,Sensitivity,0.8720872936559715,0.875,0.04900375331653839,0.8585041462366744,0.8856704410752686,0.865157116401228,0.8790174709107149
"(0.1, 1]",SD,Specificity,0.970841877866274,0.9692307692307692,0.021483454682141915,0.9648869680425638,0.9767967876899841,0.9678036585684626,0.9738800971640853
"(0.1, 1]",SD,F1,0.9075802665401738,0.907878787878788,0.03137178128607513,0.8988844524203421,0.9162760806600054,0.9031436266831168,0.9120169063972308
"(0.1, 1]",SD,Accuracy,0.9336979159327575,0.9326923076923076,0.02218806356791762,0.9275476984903306,0.9398481333751845,0.930560049890703,0.9368357819748121
"(0.1, 1]",CNV,AUROC,0.9989292556448688,0.999812382739212,0.0019316214170131318,0.998393837504628,0.9994646737851096,0.9986560831243377,0.9992024281653998
"(0.1, 1]",CNV,AUPRC,0.9984463628663663,0.9997096399535423,0.0027785327613535937,0.9976761928783039,0.9992165328544288,0.998053418994906,0.9988393067378267
"(0.1, 1]",CNV,Sensitivity,0.9600276786034168,0.9722222222222222,0.03475323856291626,0.9503945723462522,0.9696607848605813,0.9551128284722104,0.9649425287346232
"(0.1, 1]",CNV,Specificity,0.9978254514970933,1,0.010022996527612228,0.9950472186025997,1.000603684391587,0.9964079857345965,0.9992429172595901
"(0.1, 1]",CNV,F1,0.9775470376975803,0.9753048780487805,0.020384444627035727,0.9718967579191928,0.9831973174759678,0.9746642418922806,0.98042983350288
"(0.1, 1]",CNV,Accuracy,0.9834528986309532,0.9810422282120395,0.01507548814603519,0.9792741865110317,0.9876316107508747,0.9813209026514014,0.985584894610505
"(0.1, 1]",C/T,AUROC,0.857723120233706,0.855896282725551,0.024636126232936543,0.8508943344404869,0.8645519060269251,0.8542390458494106,0.8612071946180014
"(0.1, 1]",C/T,AUPRC,0.7867571450251992,0.7862947231980999,0.047334527917161515,0.7736366832807996,0.7998776067695988,0.7800630318903015,0.793451258160097
"(0.1, 1]",C/T,Sensitivity,0.6718107916554643,0.6708333333333334,0.07423711071853638,0.6512333144087931,0.6923882689021356,0.6613120787745096,0.682309504536419
"(0.1, 1]",C/T,Specificity,0.8466532124692168,0.8473193473193473,0.03647415688664047,0.8365430919895555,0.8567633329488781,0.8414949877346957,0.8518114372037379
"(0.1, 1]",C/T,F1,0.6953502293042356,0.6918328584995251,0.05331165631869528,0.6805729920941351,0.7101274665143361,0.6878108225643884,0.7028896360440828
"(0.1, 1]",C/T,Accuracy,0.7808970765754976,0.7788461538461539,0.0336809389221198,0.7715611966145417,0.7902329565364534,0.7761338725137854,0.7856602806372097
"(0.1, 1]",S/L,AUROC,0.9196615677436284,0.926812412338728,0.03180196324230287,0.9108465132690667,0.92847662221819,0.9151640909708929,0.9241590445163639
"(0.1, 1]",S/L,AUPRC,0.9075472058802483,0.9114660411793554,0.039836473896688214,0.8965050986745319,0.9185893130859647,0.9019134777140665,0.9131809340464301
"(0.1, 1]",S/L,Sensitivity,0.7647379184458774,0.7631578947368421,0.05910377333987284,0.7483551883083214,0.7811206485834333,0.75637938266141,0.7730964542303447
"(0.1, 1]",S/L,Specificity,0.9660125200954159,0.9692307692307692,0.02362805710915354,0.9594631568074229,0.972561883383409,0.9626710082137868,0.9693540319770451
"(0.1, 1]",S/L,F1,0.8384803798512015,0.8392018779342723,0.04266844427959682,0.8266532905044305,0.8503074691979725,0.8324461505926448,0.8445146091097582
"(0.1, 1]",S/L,Accuracy,0.8904036933329844,0.8932038834951457,0.02696562025129889,0.8829292047410553,0.8978781819249135,0.8865901787452655,0.8942172079207034
all,All,AUROC,0.9157551047822403,0.9163093736864227,0.015616285428501518,0.9114264913034525,0.9200837182610281,0.9135466285175528,0.9179635810469279
all,All,AUPRC,0.969317296602802,0.9695080979756581,0.006588637298454021,0.9674910195186959,0.9711435736869081,0.9683855225802989,0.9702490706253051
all,All,Sensitivity,0.878726564363595,0.8810776063581113,0.026041814062765498,0.8715081417828682,0.8859449869443218,0.8750436956999589,0.8824094330272311
all,All,Specificity,0.7714295580178216,0.770979020979021,0.04383293795960679,0.7592796874909593,0.783579428544684,0.7652306444837083,0.777628471551935
all,All,F1,0.89635308426012,0.8969359331476323,0.014587426718888892,0.8923096558657486,0.9003965126544913,0.8942901105895223,0.8984160579307175
all,All,Accuracy,0.8504316366741426,0.8511060370514316,0.01954262731478065,0.8450146967499212,0.8558485765983639,0.847667891814846,0.8531953815334391
all,Length,AUROC,0.9010765142159326,0.8997774461115808,0.01807326647674448,0.8960668603366447,0.9060861680952205,0.8985205683591531,0.9036324600727121
all,Length,AUPRC,0.959578968019759,0.9593112423734558,0.00955785175950021,0.9569296666770134,0.9622282693625045,0.9582272836612152,0.9609306523783027
all,Length,Sensitivity,0.8672219140414918,0.8732772752109769,0.028281383172492004,0.859382714575031,0.8750611135079527,0.8632223224769711,0.8712215056060126
all,Length,Specificity,0.789756039968705,0.78125,0.04140434679307385,0.778279340568616,0.801232739368794,0.7839005810911086,0.7956114988463014
all,Length,F1,0.8928102468058505,0.8942136262336835,0.015184486710530654,0.8886013218252841,0.897019171786417,0.8906628361014799,0.8949576575102212
all,Length,Accuracy,0.8468061251884715,0.8484915270839455,0.019619135683149692,0.8413679782265024,0.8522442721504406,0.8440315604119567,0.8495806899649864
all,SD,AUROC,0.8870766296753215,0.8847100054789788,0.016493965664363387,0.8825047356471092,0.8916485237035339,0.8847440306813357,0.8894092286693074
all,SD,AUPRC,0.9576362680468412,0.9573274596257576,0.007567080903259134,0.9555387802324123,0.9597337558612701,0.9565661212027449,0.9587064148909376
all,SD,Sensitivity,0.851760670687767,0.8548009367681498,0.030706148785947313,0.8432493604837458,0.8602719808917881,0.8474181654816336,0.8561031758939003
all,SD,Specificity,0.7300820342712934,0.7230769230769231,0.051018746124698644,0.715940359341149,0.7442237092014378,0.7228668940008115,0.7372971745417752
all,SD,F1,0.8741824295388213,0.8751731301939059,0.016899522686298858,0.8694981208394246,0.878866738238218,0.8717924761207617,0.8765723829568809
all,SD,Accuracy,0.8196349346642632,0.8189127477652546,0.02153244819776077,0.8136664445308788,0.8256034247976476,0.8165897866370262,0.8226800826915002
all,CNV,AUROC,0.8175267896255625,0.8151611465979673,0.022431541418792566,0.811309083566082,0.8237444956850429,0.8143544906156235,0.8206990886355015
all,CNV,AUPRC,0.9326482478009569,0.9327240777353022,0.008963524891599373,0.9301636854611567,0.9351328101407571,0.9313806139541201,0.9339158816477937
all,CNV,Sensitivity,0.7320037118734025,0.7337232659813305,0.04551498416801576,0.719387601924688,0.7446198218221171,0.7255669210832421,0.738440502663563
all,CNV,Specificity,0.7195482856785439,0.7272727272727273,0.08088959069622663,0.6971268350599311,0.7419697362971567,0.7081087700568027,0.7309878013002851
all,CNV,F1,0.798493469759365,0.7988439306358381,0.026066890389512837,0.7912680963754876,0.8057188431432424,0.7948070547675907,0.8021798847511392
all,CNV,Accuracy,0.7286661287906062,0.7281936078470097,0.028773607556265537,0.7206904916858897,0.7366417658953227,0.724596926186159,0.7327353313950534
all,C/T,AUROC,0.7319582847739322,0.7356111836881067,0.021101774946666946,0.7261091711752669,0.7378073983725976,0.7289740431419601,0.7349425264059043
all,C/T,AUPRC,0.8843044312744327,0.8845577718519355,0.011706940861014712,0.8810594328246816,0.8875494297241838,0.882648819820478,0.8859600427283874
all,C/T,Sensitivity,0.7061871971277207,0.6969880981297061,0.042773889082336605,0.6943308799728068,0.7180435142826346,0.7001380557221524,0.712236338533289
all,C/T,Specificity,0.6512433565928748,0.6716417910447762,0.0796389730509373,0.6291685594995831,0.6733181536861665,0.6399807050146648,0.6625060081710848
all,C/T,F1,0.7709152733745787,0.767899842863975,0.020641634998223114,0.7651937040624264,0.7766368426867309,0.7679961053581744,0.7738344413909829
all,C/T,Accuracy,0.6915945398568379,0.6895161290322581,0.020471683410985448,0.6859200787212508,0.6972690009924251,0.6886994066243955,0.6944896730892803
all,S/L,AUROC,0.7290090905233582,0.7280553804119378,0.027586516427587214,0.7213624982919359,0.7366556827547804,0.7251077679563059,0.7329104130904104
all,S/L,AUPRC,0.8961811789855206,0.8965824218950835,0.013975075457296168,0.892307485701129,0.9000548722699122,0.8942048048608311,0.8981575531102102
all,S/L,Sensitivity,0.7362724008213958,0.7445054945054945,0.09949540797685924,0.7086936807718709,0.7638511208709207,0.7222016252859239,0.7503431763568676
all,S/L,Specificity,0.5082973443557497,0.4632273415531041,0.14531258089170043,0.46801875191037556,0.5485759368011238,0.4877470420877017,0.5288476466237977
all,S/L,F1,0.7664915664393476,0.7739162584342361,0.050237412358653075,0.7525664661797047,0.7804166666989905,0.7593869234497339,0.7735962094289612
all,S/L,Accuracy,0.6759245830610913,0.6814516129032258,0.04109615519094627,0.6645333100147358,0.6873158561074467,0.6701127090578487,0.6817364570643338
