repeat,fold,test_auroc,test_auprc,test_acc,test_ppv,test_sensitivity,test_specificity,test_f1,test_sen_99spe,test_threshold_99spe,test_ppv_threshold_99spe,test_acc_99spe,test_f1_99spe,test_sen_98spe,test_threshold_98spe,test_ppv_threshold_98spe,test_acc_98spe,test_f1_98spe,test_sen_95spe,test_threshold_95spe,test_ppv_threshold_95spe,test_acc_95spe,test_f1_95spe
1,1,0.9416221033868092,0.920819199477696,0.92,0.9333333333333333,0.8235294117647058,0.9696969696969697,0.875,0.4411764705882353,0.8570222,1.0,0.7155882352941176,0.6122448979591837,0.4411764705882353,0.8570222,1.0,0.7105882352941176,0.6122448979591837,0.7941176470588235,0.6336507,0.9642857142857143,0.864861853832442,0.8709677419354839
1,2,0.9478609625668449,0.9308560777522372,0.91,0.9310344827586207,0.7941176470588235,0.9696969696969697,0.8571428571428571,0.47058823529411764,0.91823024,1.0,0.7302941176470588,0.64,0.47058823529411764,0.91823024,1.0,0.7252941176470589,0.64,0.7352941176470589,0.6066176,0.9615384615384616,0.8354500891265597,0.8333333333333334
1,3,0.9407308377896614,0.9036996009144198,0.89,0.9259259259259259,0.7352941176470589,0.9696969696969697,0.819672131147541,0.0,inf,0.0,0.495,0.0,0.38235294117647056,0.7937626,0.9285714285714286,0.6737522281639928,0.5416666666666666,0.38235294117647056,0.7937626,0.9285714285714286,0.6589795008912656,0.5416666666666666
1,4,0.9479873360470376,0.9210861350118804,0.86,0.9130434782608695,0.6363636363636364,0.9701492537313433,0.75,0.0,inf,0.0,0.495,0.0,0.5454545454545454,0.6302986,0.9473684210526315,0.7554138398914518,0.6923076923076923,0.6666666666666666,0.46327528,0.9166666666666666,0.7941542288557213,0.7719298245614035
1,5,0.9559829059829059,0.9479013469409662,0.9207920792079208,0.868421052631579,0.9166666666666666,0.9230769230769231,0.8918918918918919,0.5833333333333334,0.92755246,1.0,0.7866666666666666,0.7368421052631579,0.5833333333333334,0.92755246,1.0,0.7816666666666667,0.7368421052631579,0.75,0.73526037,0.9310344827586207,0.8353846153846154,0.8307692307692308
2,1,0.9597402597402598,0.953971982732487,0.8910891089108911,1.0,0.6857142857142857,1.0,0.8135593220338984,0.0,inf,0.0,0.495,0.0,0.8285714285714286,0.23644428,0.9666666666666667,0.8968614718614718,0.8923076923076924,0.8571428571428571,0.20423722,0.9090909090909091,0.8819805194805195,0.8823529411764706
2,2,0.9340463458110517,0.9005443894251622,0.83,0.9047619047619048,0.5588235294117647,0.9696969696969697,0.6909090909090909,0.35294117647058826,0.79929453,1.0,0.6714705882352942,0.5217391304347826,0.35294117647058826,0.79929453,1.0,0.6664705882352941,0.5217391304347826,0.7941176470588235,0.32066798,0.9,0.8504679144385027,0.84375
2,3,0.9603386809269162,0.942217693026223,0.88,0.9230769230769231,0.7058823529411765,0.9696969696969697,0.8,0.6470588235294118,0.5671976,1.0,0.818529411764706,0.7857142857142857,0.6470588235294118,0.5671976,1.0,0.8135294117647058,0.7857142857142857,0.7352941176470589,0.48329136,0.9259259259259259,0.82825311942959,0.819672131147541
2,4,0.9349376114081996,0.885517267521168,0.82,0.8076923076923077,0.6176470588235294,0.9242424242424242,0.7,0.0,inf,0.0,0.495,0.0,0.47058823529411764,0.7896408,0.9411764705882353,0.7178698752228163,0.6274509803921569,0.5,0.76985484,0.8947368421052632,0.7106060606060606,0.6415094339622641
2,5,0.9434046345811051,0.9387693429420068,0.91,0.8787878787878788,0.8529411764705882,0.9393939393939394,0.8656716417910447,0.5882352941176471,0.90462565,1.0,0.7891176470588235,0.7407407407407407,0.5882352941176471,0.90462565,1.0,0.7841176470588236,0.7407407407407407,0.8529411764705882,0.5112329,0.90625,0.879879679144385,0.8787878787878788
3,1,0.9832967032967034,0.9724690868029302,0.92,0.9655172413793104,0.8,0.9846153846153847,0.875,0.7714285714285715,0.55077124,1.0,0.8807142857142858,0.8709677419354839,0.7714285714285715,0.55077124,1.0,0.8757142857142857,0.8709677419354839,0.8571428571428571,0.26648504,0.9375,0.8889560439560439,0.8955223880597015
3,2,0.9380219780219781,0.9000848562390842,0.91,0.9333333333333333,0.8,0.9692307692307692,0.8615384615384616,0.22857142857142856,0.92978245,1.0,0.6092857142857143,0.37209302325581395,0.22857142857142856,0.92978245,1.0,0.6042857142857143,0.37209302325581395,0.8,0.3626065,0.9333333333333333,0.8603846153846153,0.8615384615384616
