repeat,fold,test_auroc,test_auprc,test_acc,test_ppv,test_sensitivity,test_specificity,test_f1,test_sen_99spe,test_threshold_99spe,test_ppv_threshold_99spe,test_acc_99spe,test_f1_99spe,test_sen_98spe,test_threshold_98spe,test_ppv_threshold_98spe,test_acc_98spe,test_f1_98spe,test_sen_95spe,test_threshold_95spe,test_ppv_threshold_95spe,test_acc_95spe,test_f1_95spe
16,5,0.9257918552036198,0.9727044653175618,0.8170212765957446,0.950354609929078,0.788235294117647,0.8923076923076924,0.8617363344051447,0.5764705882352941,0.89726704,1.0,0.783235294117647,0.7313432835820896,0.5764705882352941,0.89726704,1.0,0.778235294117647,0.7313432835820896,0.6705882352941176,0.747335,0.9827586206896551,0.7956787330316741,0.7972027972027972
17,1,0.9395877754086709,0.9772823482547834,0.8638297872340426,0.9594594594594594,0.8452380952380952,0.9104477611940298,0.8987341772151899,0.5476190476190477,0.9479492,1.0,0.7688095238095238,0.7076923076923077,0.5476190476190477,0.9479492,1.0,0.7638095238095238,0.7076923076923077,0.7857142857142857,0.6403203,0.9850746268656716,0.8536780383795308,0.8741721854304636
17,2,0.9195984363894812,0.9667176750714588,0.8468085106382979,0.9459459459459459,0.8333333333333334,0.8805970149253731,0.8860759493670886,0.2857142857142857,0.99502367,1.0,0.6378571428571429,0.4444444444444444,0.2857142857142857,0.99502367,1.0,0.6328571428571428,0.4444444444444444,0.6190476190476191,0.88885325,0.9811320754716981,0.7703447050461976,0.7591240875912408
17,3,0.9341043571812803,0.975883648602942,0.8638297872340426,0.9363057324840764,0.8698224852071006,0.8484848484848485,0.901840490797546,0.6390532544378699,0.9385832,1.0,0.8145266272189349,0.779783393501805,0.6390532544378699,0.9385832,1.0,0.809526627218935,0.779783393501805,0.7337278106508875,0.8487689,0.9841269841269841,0.8274699659315043,0.8406779661016949
17,4,0.951131221719457,0.9823087730476305,0.8723404255319149,0.9861111111111112,0.8352941176470589,0.9692307692307692,0.9044585987261147,0.6588235294117647,0.87167734,1.0,0.8244117647058824,0.7943262411347518,0.6588235294117647,0.87167734,1.0,0.8194117647058823,0.7943262411347518,0.8411764705882353,0.47129256,0.9862068965517241,0.880972850678733,0.9079365079365079
17,5,0.9633614939973321,0.9858123316445782,0.8823529411764706,0.9393939393939394,0.8959537572254336,0.8461538461538461,0.9171597633136095,0.5895953757225434,0.95500714,1.0,0.7897976878612717,0.7418181818181818,0.5895953757225434,0.95500714,1.0,0.7847976878612717,0.7418181818181818,0.7803468208092486,0.7921364,0.9782608695652174,0.8432503334815473,0.8681672025723473
18,1,0.9294117647058823,0.9738420783779295,0.8559322033898306,0.925,0.8705882352941177,0.8181818181818182,0.896969696969697,0.6588235294117647,0.91282463,1.0,0.8244117647058824,0.7943262411347518,0.6588235294117647,0.91282463,1.0,0.8194117647058823,0.7943262411347518,0.7,0.87496203,0.9834710743801653,0.8106060606060606,0.8178694158075601
18,2,0.9283937455579248,0.973697076019419,0.8212765957446808,0.9846153846153847,0.7619047619047619,0.9701492537313433,0.8590604026845637,0.5595238095238095,0.9194887,1.0,0.7747619047619048,0.7175572519083969,0.5595238095238095,0.9194887,1.0,0.7697619047619048,0.7175572519083969,0.7916666666666666,0.4245241,0.9851851851851852,0.8566542288557213,0.8778877887788779
18,3,0.9293212669683257,0.9704549939224196,0.8723404255319149,0.9545454545454546,0.8647058823529412,0.8923076923076924,0.9074074074074074,0.3058823529411765,0.99417907,1.0,0.6479411764705882,0.46846846846846846,0.3058823529411765,0.99417907,1.0,0.6429411764705882,0.46846846846846846,0.5941176470588235,0.9156829,0.9805825242718447,0.7574434389140271,0.73992673992674
18,4,0.9592415381889066,0.9846424538690823,0.8945147679324894,0.9451219512195121,0.9064327485380117,0.8636363636363636,0.9253731343283582,0.0,inf,0.0,0.495,0.0,0.7485380116959064,0.8913694,0.9922480620155039,0.8568447634237107,0.8533333333333334,0.7660818713450293,0.8588872,0.9849624060150376,0.8436469962785752,0.8618421052631579
18,5,0.9507799892415277,0.9823315281760661,0.8851063829787233,0.9551282051282052,0.8816568047337278,0.8939393939393939,0.916923076923077,0.7692307692307693,0.8244379,1.0,0.8796153846153847,0.8695652173913043,0.7692307692307693,0.8244379,1.0,0.8746153846153846,0.8695652173913043,0.7751479289940828,0.7932074,0.9849624060150376,0.848180025103102,0.8675496688741722
19,1,0.9480903711672942,0.980723649712248,0.8638297872340426,0.9724137931034482,0.834319526627219,0.9393939393939394,0.8980891719745223,0.6923076923076923,0.8206143,1.0,0.8411538461538461,0.8181818181818182,0.6923076923076923,0.8206143,1.0,0.8361538461538461,0.8181818181818182,0.7218934911242604,0.74247295,0.9838709677419355,0.8215528061681907,0.8327645051194539
19,2,0.9509502262443439,0.9822669346475762,0.8808510638297873,0.898876404494382,0.9411764705882353,0.7230769230769231,0.9195402298850575,0.6176470588235294,0.9534762,1.0,0.8038235294117647,0.7636363636363637,0.6176470588235294,0.9534762,1.0,0.7988235294117647,0.7636363636363637,0.7,0.92193335,0.9834710743801653,0.8103846153846153,0.8178694158075601
19,3,0.9506041222459134,0.9807870503109755,0.8851063829787233,0.9731543624161074,0.8630952380952381,0.9402985074626866,0.9148264984227129,0.5595238095238095,0.94960666,1.0,0.7747619047619048,0.7175572519083969,0.5595238095238095,0.94960666,1.0,0.7697619047619048,0.7175572519083969,0.7797619047619048,0.6564434,0.9849624060150376,0.8507018479033404,0.8704318936877077
19,4,0.9554473304473305,0.9832387941400212,0.8247863247863247,0.9922480620155039,0.7619047619047619,0.9848484848484849,0.8619528619528619,0.6607142857142857,0.7400747,1.0,0.8253571428571429,0.7956989247311828,0.6607142857142857,0.7400747,1.0,0.8203571428571428,0.7956989247311828,0.7916666666666666,0.39167407,0.9851851851851852,0.856439393939394,0.8778877887788779
19,5,0.9269574356279557,0.9734571681414053,0.8451882845188284,0.9473684210526315,0.8323699421965318,0.8787878787878788,0.8861538461538462,0.6705202312138728,0.88027686,1.0,0.8302601156069365,0.8027681660899654,0.6705202312138728,0.88027686,1.0,0.8252601156069364,0.8027681660899654,0.7109826589595376,0.8226403,0.984,0.8160973900858294,0.825503355704698
