TN,FP,FN,TP
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
CGPLH198,MBC_1223,CGPLH198,MBC_1223
