fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.011904761904761904,0.99959564
0.0,0.34523809523809523,0.95748776
0.015384615384615385,0.34523809523809523,0.9503599
0.015384615384615385,0.7380952380952381,0.4895788
0.03076923076923077,0.7380952380952381,0.48533338
0.03076923076923077,0.7857142857142857,0.4758319
0.06153846153846154,0.7857142857142857,0.45689777
0.06153846153846154,0.8095238095238095,0.4101044
0.12307692307692308,0.8095238095238095,0.35800508
0.12307692307692308,0.8214285714285714,0.34906003
0.16923076923076924,0.8214285714285714,0.33435175
0.16923076923076924,0.8333333333333334,0.32655752
0.2153846153846154,0.8333333333333334,0.29336104
0.2153846153846154,0.8452380952380952,0.2931131
0.23076923076923078,0.8452380952380952,0.2747515
0.23076923076923078,0.8809523809523809,0.26019093
0.26153846153846155,0.8809523809523809,0.24425071
0.26153846153846155,0.8928571428571429,0.24192283
0.27692307692307694,0.8928571428571429,0.23597416
0.27692307692307694,0.9166666666666666,0.22940458
0.3076923076923077,0.9166666666666666,0.22728845
0.3076923076923077,0.9404761904761905,0.21893623
0.3230769230769231,0.9404761904761905,0.21751702
0.3230769230769231,0.9523809523809523,0.20767742
0.4,0.9523809523809523,0.15500872
0.4,0.9642857142857143,0.14307779
0.5846153846153846,0.9642857142857143,0.079565234
0.5846153846153846,0.9761904761904762,0.079147086
0.6923076923076923,0.9761904761904762,0.04063068
0.6923076923076923,0.9880952380952381,0.03366495
0.8307692307692308,0.9880952380952381,0.02241742
0.8307692307692308,1.0,0.021118186
1.0,1.0,0.007990224
