fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.012345679012345678,0.9999056
0.0,0.5308641975308642,0.7049367
0.014705882352941176,0.5308641975308642,0.6938806
0.014705882352941176,0.5925925925925926,0.5901465
0.029411764705882353,0.5925925925925926,0.57921255
0.029411764705882353,0.6666666666666666,0.5021749
0.04411764705882353,0.6666666666666666,0.49979123
0.04411764705882353,0.691358024691358,0.46724555
0.058823529411764705,0.691358024691358,0.45852518
0.058823529411764705,0.7160493827160493,0.38566598
0.07352941176470588,0.7160493827160493,0.37120637
0.07352941176470588,0.8395061728395061,0.22416548
0.10294117647058823,0.8395061728395061,0.1866139
0.10294117647058823,0.8641975308641975,0.17885582
0.1323529411764706,0.8641975308641975,0.13994555
0.1323529411764706,0.8765432098765432,0.12776195
0.23529411764705882,0.8765432098765432,0.10497405
0.23529411764705882,0.8888888888888888,0.09453742
0.25,0.8888888888888888,0.094360344
0.25,0.9012345679012346,0.09368128
0.38235294117647056,0.9012345679012346,0.076003835
0.38235294117647056,0.9135802469135802,0.06651515
0.39705882352941174,0.9135802469135802,0.06641181
0.39705882352941174,0.9259259259259259,0.0657265
0.47058823529411764,0.9259259259259259,0.060000572
0.47058823529411764,0.9506172839506173,0.057980925
0.4852941176470588,0.9506172839506173,0.057395987
0.4852941176470588,0.9629629629629629,0.056208514
0.5147058823529411,0.9629629629629629,0.053663675
0.5147058823529411,0.9753086419753086,0.05147401
0.7352941176470589,0.9753086419753086,0.034298763
0.7352941176470589,0.9876543209876543,0.033365287
0.8382352941176471,0.9876543209876543,0.023175566
0.8382352941176471,1.0,0.02213924
1.0,1.0,0.00996483
