fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.011904761904761904,0.9989863
0.0,0.5476190476190477,0.88855785
0.015384615384615385,0.5476190476190477,0.8877484
0.015384615384615385,0.6666666666666666,0.67035115
0.03076923076923077,0.6666666666666666,0.66562414
0.03076923076923077,0.6785714285714286,0.6428273
0.046153846153846156,0.6785714285714286,0.6411709
0.046153846153846156,0.7380952380952381,0.5404922
0.07692307692307693,0.7380952380952381,0.4669572
0.07692307692307693,0.7619047619047619,0.4496779
0.09230769230769231,0.7619047619047619,0.447881
0.09230769230769231,0.7976190476190477,0.4299172
0.16923076923076924,0.7976190476190477,0.32674766
0.16923076923076924,0.8214285714285714,0.3012462
0.18461538461538463,0.8214285714285714,0.29931226
0.18461538461538463,0.8333333333333334,0.2617164
0.2923076923076923,0.8333333333333334,0.205443
0.2923076923076923,0.8452380952380952,0.2030572
0.3076923076923077,0.8452380952380952,0.19506685
0.3076923076923077,0.8690476190476191,0.19250609
0.3230769230769231,0.8690476190476191,0.18775335
0.3230769230769231,0.8928571428571429,0.17979524
0.35384615384615387,0.8928571428571429,0.15444762
0.35384615384615387,0.9166666666666666,0.1372151
0.36923076923076925,0.9166666666666666,0.1345111
0.36923076923076925,0.9285714285714286,0.13298176
0.4307692307692308,0.9285714285714286,0.10364408
0.4307692307692308,0.9523809523809523,0.100000426
0.6923076923076923,0.9523809523809523,0.05608251
0.6923076923076923,0.9642857142857143,0.055755876
0.7692307692307693,0.9642857142857143,0.03927488
0.7692307692307693,0.9761904761904762,0.034405857
0.8615384615384616,0.9761904761904762,0.024527647
0.8615384615384616,0.9880952380952381,0.022529153
0.9076923076923077,0.9880952380952381,0.020343492
0.9076923076923077,1.0,0.014513363
1.0,1.0,0.0073395143
