fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.012048192771084338,0.9999409
0.0,0.5542168674698795,0.8354535
0.015384615384615385,0.5542168674698795,0.82698244
0.015384615384615385,0.5662650602409639,0.8180595
0.03076923076923077,0.5662650602409639,0.8111667
0.03076923076923077,0.6265060240963856,0.7633462
0.046153846153846156,0.6265060240963856,0.75429004
0.046153846153846156,0.7349397590361446,0.61233306
0.06153846153846154,0.7349397590361446,0.6038798
0.06153846153846154,0.7831325301204819,0.59284556
0.07692307692307693,0.7831325301204819,0.5731351
0.07692307692307693,0.8192771084337349,0.5163807
0.09230769230769231,0.8192771084337349,0.5126192
0.09230769230769231,0.8433734939759037,0.45924893
0.12307692307692308,0.8433734939759037,0.4415976
0.12307692307692308,0.8554216867469879,0.42693868
0.13846153846153847,0.8554216867469879,0.4199868
0.13846153846153847,0.8674698795180723,0.40567055
0.15384615384615385,0.8674698795180723,0.39707026
0.15384615384615385,0.8795180722891566,0.38853878
0.18461538461538463,0.8795180722891566,0.381925
0.18461538461538463,0.891566265060241,0.38079563
0.2,0.891566265060241,0.37131068
0.2,0.9156626506024096,0.33169013
0.2153846153846154,0.9156626506024096,0.32605678
0.2153846153846154,0.927710843373494,0.32557473
0.36923076923076925,0.927710843373494,0.22713178
0.36923076923076925,0.9397590361445783,0.22056715
0.38461538461538464,0.9397590361445783,0.21608357
0.38461538461538464,0.9518072289156626,0.21163349
0.5230769230769231,0.9518072289156626,0.16837543
0.5230769230769231,0.963855421686747,0.14974935
0.5538461538461539,0.963855421686747,0.12889571
0.5538461538461539,0.9759036144578314,0.12198143
0.6,0.9759036144578314,0.11964319
0.6,0.9879518072289156,0.108230695
0.8615384615384616,0.9879518072289156,0.04739119
0.8615384615384616,1.0,0.045682613
1.0,1.0,0.010184953
