fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.012048192771084338,0.99999774
0.0,0.4819277108433735,0.95861745
0.015151515151515152,0.4819277108433735,0.9579189
0.015151515151515152,0.5662650602409639,0.9402724
0.030303030303030304,0.5662650602409639,0.9402344
0.030303030303030304,0.6746987951807228,0.83842266
0.045454545454545456,0.6746987951807228,0.8323731
0.045454545454545456,0.7469879518072289,0.75532037
0.06060606060606061,0.7469879518072289,0.74329823
0.06060606060606061,0.7951807228915663,0.70036674
0.07575757575757576,0.7951807228915663,0.68315977
0.07575757575757576,0.8072289156626506,0.662435
0.12121212121212122,0.8072289156626506,0.63075274
0.12121212121212122,0.8192771084337349,0.6302149
0.15151515151515152,0.8192771084337349,0.6092161
0.15151515151515152,0.8554216867469879,0.5512373
0.24242424242424243,0.8554216867469879,0.44483757
0.24242424242424243,0.891566265060241,0.41901916
0.3939393939393939,0.891566265060241,0.31255135
0.3939393939393939,0.9036144578313253,0.29214928
0.4090909090909091,0.9036144578313253,0.2895315
0.4090909090909091,0.9156626506024096,0.2782804
0.696969696969697,0.9156626506024096,0.15827674
0.696969696969697,0.927710843373494,0.14068562
0.7272727272727273,0.927710843373494,0.13479586
0.7272727272727273,0.9518072289156626,0.13278238
0.8484848484848485,0.9518072289156626,0.110436626
0.8484848484848485,0.9759036144578314,0.096673146
0.8636363636363636,0.9759036144578314,0.09454208
0.8636363636363636,0.9879518072289156,0.093268834
1.0,0.9879518072289156,0.016170667
1.0,1.0,0.012718001
