fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.012345679012345678,0.99964094
0.0,0.5308641975308642,0.9477267
0.014925373134328358,0.5308641975308642,0.94106424
0.014925373134328358,0.5679012345679012,0.92793894
0.029850746268656716,0.5679012345679012,0.91356254
0.029850746268656716,0.8148148148148148,0.72469723
0.04477611940298507,0.8148148148148148,0.72137165
0.04477611940298507,0.8271604938271605,0.71555823
0.1044776119402985,0.8271604938271605,0.63212
0.1044776119402985,0.8518518518518519,0.611833
0.13432835820895522,0.8518518518518519,0.5269396
0.13432835820895522,0.8765432098765432,0.5208791
0.14925373134328357,0.8765432098765432,0.50734603
0.14925373134328357,0.9012345679012346,0.49290937
0.16417910447761194,0.9012345679012346,0.45035675
0.16417910447761194,0.9259259259259259,0.43119782
0.1791044776119403,0.9259259259259259,0.3997709
0.1791044776119403,0.9382716049382716,0.39533973
0.208955223880597,0.9382716049382716,0.3778997
0.208955223880597,0.9629629629629629,0.36765638
0.23880597014925373,0.9629629629629629,0.33821842
0.23880597014925373,0.9753086419753086,0.33468515
0.5671641791044776,0.9753086419753086,0.17485258
0.5671641791044776,0.9876543209876543,0.16827053
0.7761194029850746,0.9876543209876543,0.09724814
0.7761194029850746,1.0,0.09632073
1.0,1.0,0.014329371
