TN,FP,FN,TP
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH475,GB14,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH475,GB14
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGPLH344,Ren16,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
CGST11,EwS_15,CGPLH344,Ren16
