fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.012345679012345678,0.9999994
0.0,0.35802469135802467,0.9881219
0.014925373134328358,0.35802469135802467,0.9872639
0.014925373134328358,0.5555555555555556,0.94617814
0.029850746268656716,0.5555555555555556,0.9394728
0.029850746268656716,0.5802469135802469,0.93589246
0.04477611940298507,0.5802469135802469,0.9188367
0.04477611940298507,0.7654320987654321,0.79120356
0.05970149253731343,0.7654320987654321,0.7897203
0.05970149253731343,0.8395061728395061,0.7134852
0.07462686567164178,0.8395061728395061,0.7123014
0.07462686567164178,0.8518518518518519,0.6907574
0.08955223880597014,0.8518518518518519,0.6676281
0.08955223880597014,0.8641975308641975,0.6541034
0.1044776119402985,0.8641975308641975,0.62996477
0.1044776119402985,0.8888888888888888,0.5987372
0.11940298507462686,0.8888888888888888,0.5616451
0.11940298507462686,0.9012345679012346,0.5524384
0.1791044776119403,0.9012345679012346,0.49693084
0.1791044776119403,0.9135802469135802,0.48962784
0.22388059701492538,0.9135802469135802,0.47524178
0.22388059701492538,0.9259259259259259,0.43269917
0.373134328358209,0.9259259259259259,0.3629136
0.373134328358209,0.9382716049382716,0.36032307
0.5373134328358209,0.9382716049382716,0.2572562
0.5373134328358209,0.9506172839506173,0.2540064
0.5671641791044776,0.9506172839506173,0.23501965
0.5671641791044776,0.9629629629629629,0.23252523
0.5970149253731343,0.9629629629629629,0.20860474
0.5970149253731343,0.9876543209876543,0.20060945
0.6268656716417911,0.9876543209876543,0.18436278
0.6268656716417911,1.0,0.17376842
1.0,1.0,0.02925576
