fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.0125,0.9999546
0.0,0.5375,0.9359843
0.014705882352941176,0.5375,0.935855
0.014705882352941176,0.5875,0.92185616
0.029411764705882353,0.5875,0.8838841
0.029411764705882353,0.6375,0.85095084
0.04411764705882353,0.6375,0.8249641
0.04411764705882353,0.7875,0.64886355
0.08823529411764706,0.7875,0.57180333
0.08823529411764706,0.825,0.48399037
0.10294117647058823,0.825,0.47960123
0.10294117647058823,0.8375,0.47406775
0.11764705882352941,0.8375,0.47107458
0.11764705882352941,0.8625,0.4520334
0.14705882352941177,0.8625,0.4274434
0.14705882352941177,0.875,0.42474633
0.17647058823529413,0.875,0.3697886
0.17647058823529413,0.8875,0.36843812
0.19117647058823528,0.8875,0.36793783
0.19117647058823528,0.9,0.36551708
0.22058823529411764,0.9,0.36058584
0.22058823529411764,0.925,0.33840665
0.4411764705882353,0.925,0.22614455
0.4411764705882353,0.9375,0.22127071
0.47058823529411764,0.9375,0.21268535
0.47058823529411764,0.95,0.2106014
0.5441176470588235,0.95,0.15862669
0.5441176470588235,0.975,0.14893222
0.7352941176470589,0.975,0.0909699
0.7352941176470589,0.9875,0.09061472
0.8823529411764706,0.9875,0.05401986
0.8823529411764706,1.0,0.047832638
1.0,1.0,0.012792279
