fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.012345679012345678,0.9995547
0.0,0.2222222222222222,0.9948731
0.014925373134328358,0.2222222222222222,0.9944069
0.014925373134328358,0.5679012345679012,0.9261778
0.029850746268656716,0.5679012345679012,0.92165834
0.029850746268656716,0.654320987654321,0.861013
0.04477611940298507,0.654320987654321,0.8582778
0.04477611940298507,0.7654320987654321,0.68109065
0.05970149253731343,0.7654320987654321,0.6665637
0.05970149253731343,0.7777777777777778,0.6538299
0.07462686567164178,0.7777777777777778,0.6377475
0.07462686567164178,0.8518518518518519,0.5894596
0.08955223880597014,0.8518518518518519,0.5836933
0.08955223880597014,0.8641975308641975,0.5762917
0.14925373134328357,0.8641975308641975,0.5230168
0.14925373134328357,0.8765432098765432,0.48221898
0.208955223880597,0.8765432098765432,0.45880565
0.208955223880597,0.8888888888888888,0.45352265
0.26865671641791045,0.8888888888888888,0.39694807
0.26865671641791045,0.9135802469135802,0.37525755
0.2835820895522388,0.9135802469135802,0.3405439
0.2835820895522388,0.9259259259259259,0.31916982
0.5223880597014925,0.9259259259259259,0.19821961
0.5223880597014925,0.9506172839506173,0.19141519
0.5970149253731343,0.9506172839506173,0.16444372
0.5970149253731343,0.9629629629629629,0.15748054
0.6417910447761194,0.9629629629629629,0.14505339
0.6417910447761194,0.9753086419753086,0.12876023
0.9104477611940298,0.9753086419753086,0.06377524
0.9104477611940298,0.9876543209876543,0.063602865
0.9253731343283582,0.9876543209876543,0.061743423
0.9253731343283582,1.0,0.059403185
1.0,1.0,0.020579485
