TN,FP,FN,TP
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CRPC_1033,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLH455,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLH455,
CGPLOV37,,CGPLOV37,
CGPLOV37,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CRPC_1433,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CGPLOV37,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CGPLBR32,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CRPC_1433,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CRPC_1444,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CGPLBR32,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLPA135,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CRPC_1444,
CGPLH425,,CGPLPA135,
CGPLH425,,CGPLPA135,
CGPLH425,,CGPLPA135,
CGPLH425,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
CGPLH401_Rep,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLPA135,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
HIP_24,,CGPLH425,
GB11,,CGPLH425,
GB11,,CGPLH425,
GB11,,CGPLH425,
GB11,,CGPLH425,
GB11,,CGPLH425,
