TN,FP,FN,TP
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLLU205,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLLU205,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CGPLH438,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CGPLH438,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
CRPC_1033,,CRPC_1033,
