fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.012195121951219513,0.99874413
0.0,0.5487804878048781,0.78161293
0.015151515151515152,0.5487804878048781,0.77615106
0.015151515151515152,0.8048780487804879,0.47367004
0.030303030303030304,0.8048780487804879,0.45429698
0.030303030303030304,0.8292682926829268,0.4465485
0.07575757575757576,0.8292682926829268,0.40394837
0.07575757575757576,0.8414634146341463,0.37732553
0.10606060606060606,0.8414634146341463,0.37114614
0.10606060606060606,0.8780487804878049,0.3560451
0.12121212121212122,0.8780487804878049,0.35265017
0.12121212121212122,0.8902439024390244,0.35166854
0.19696969696969696,0.8902439024390244,0.23882882
0.19696969696969696,0.9024390243902439,0.23871021
0.22727272727272727,0.9024390243902439,0.23453529
0.22727272727272727,0.926829268292683,0.2272067
0.2878787878787879,0.926829268292683,0.1968018
0.2878787878787879,0.9390243902439024,0.1960179
0.30303030303030304,0.9390243902439024,0.1925527
0.30303030303030304,0.9512195121951219,0.1915164
0.3181818181818182,0.9512195121951219,0.18760552
0.3181818181818182,0.9634146341463414,0.18612656
0.3939393939393939,0.9634146341463414,0.170811
0.3939393939393939,0.975609756097561,0.16691925
0.5606060606060606,0.975609756097561,0.110642605
0.5606060606060606,0.9878048780487805,0.109696575
0.9696969696969697,0.9878048780487805,0.01940293
0.9696969696969697,1.0,0.017162232
1.0,1.0,0.014219291
