FN
CGPLBR82
CGPLOV37
CGPLPA92
MBC_1144
CGPLOV23
CGPLPA134
CGPLBR101
MBC_1129
CGPLLU267
MBC_1402
JBLAB_5599
CGPLBR28
Ren14
EwS_34
EwS_78
P1
CRPC_1012
CGST33
MBC_1097
MBC_1197
MBC_1288
CGPLBR47
Bl10
CGST47
MBC_1205
MBC_1239
CGPLBR69
CGPLLU147
CGCRC305
CGPLBR59
CGPLPA42
CGPLPA71
Bl5
CGPLPA128
CGPLLU176
CGPLPA114
B12
MBC_1191
CGST114
CGCRC294
CGPLLU89
CGCRC320
GB3
CGPLPA141
CGPLBR88
CGPLPA23
CGST141
MBC_1309
CGPLBR34
