FN
B22
CGPLPA135
CGPLPA156
CGPLLU269
CGPLPA74
B13
CGPLPA34
JBLAB_5599
EwS_71
CGPLOV22
CGPLPA58
P1
CGPLOV12
CGPLOV40
CGPLBR83
CGST53
CGPLBR38
MBC_1379
CGPLBR102
CGCRC321
CGPLBR47
CGST13
MBC_1239
ChC1
EwS_37
CGCRC307
MBC_1209
CGPLPA85
Ren10
MBC_1077
CGPLPA128
CGPLPA114
CGST16
CGST38
MBC_1191
Ren22
MBC_1108
CGPLBR88
CGPLBR71
CGCRC292
Bl13
