FN
CGPLOV23
MBC_1162
CGPLBR101
MBC_1129
CGPLBR73
MBC_1135
EwS_71
CGPLPA67
EwS_78
Ren1
CGPLLU86
EwS_60
CGPLPA59
CGCRC318
EwS_24
MBC_1100
CGPLPA155
MBC_1197
CRPC_1442
CGCRC321
CGPLBR47
X75_1
JBLAB_5180
CGPLOV43
MBC_1366
X150
CGPLOV28
CGPLBR69
EwS_91
ChC1
CGPLPA85
CGPLLU266
Ren4
Bl12
Ren25
Bl5
CRPC_1032
CGST114
CGCRC294
CGST41
CGPLBR33
CGPLBR90
CGPLPA122
CGPLLU161
