FN
CGPLPA117
MBC_1126
CGPLPA156
B15
MBC_1348
CGPLLU267
EwS_78
EwS_1
EwS_40
CGPLOV12
CGPLOV40
P3
CGPLPA59
X52
Bl17
CGPLPA94
MBC_1288
CGPLBR38
CGPLLU180
CGST13
EwS_26
CGST47
CGPLBR69
CGPLBR49
X30
B21
MBC_1209
CGPLBR59
MBC_1077
CGPLPA26
CGPLBR93
CGPLPA128
CGPLBR84
CGPLPA76
CGPLBR103
Ren22
GB4
CGCRC292
