FN
CGST11
CGST30
C6
MBC_1162
CGPLBR73
CGPLPA67
CGPLPA58
Ren1
CRPC_1012
CRPC_1459
EwS_29
B2
X52
CGCRC319
B45
MBC_1242
CGPLOV20
B10
CGPLOV46
EwS_46
JBLAB_5180
CGST77
MBC_1259
Ren2
CGPLOV28
CGPLLU147
EwS_77
MBC_1141
MBC_1190
CGPLPA85
CGPLBR18
M14
Ren4
Ren25
MBC_1334
Bl19
MBC_1195
CGST131
Ren12
CGPLBR40
CGPLBR63
MBC_1222
MBC_1063
CGPLPA131
GB19
CGPLBR87
MBC_1124
CGPLLU89
CGST41
MBC_1210
EwS_89
MBC_1134
CGPLBR33
CGPLPA23
EwS_62
MBC_1309
MBC_1048
GB32
X112
MBC_1414
CGPLPA122
CGPLLU246
