FN
CGPLBR82
CRPC_1033
CRPC_1433
CGPLPA135
CGPLPA92
Bl4
MBC_1135
CGPLPA67
CGPLPA58
EwS_34
CGPLOV12
CGPLBR92
GB8
B2
CGST53
CGST18
M4
CGPLOV20
MBC_1197
CGPLPA15
CGPLBR47
CGPLOV32
CGST13
CGPLPA125
CGPLOV43
MBC_1366
CGPLBR69
CGCRC307
CRPC_362
Ren5
RMS_8
CGPLBR18
Ov3
CGPLBR59
Bl12
CGPLPA26
MBC_1075
B12
CGST38
CGPLBR103
CGCRC294
Ren22
CGPLBR33
MBC_1203
CRPC_1465
CGPLLU246
