FN
CGPLPA117
CGPLOV37
CRPC_1433
CGPLBR32
B22
CGPLPA156
B15
MBC_1144
EwS_54
CGPLPA134
MBC_1348
EwS_33
CGPLLU269
CGCRC301
CGPLBR73
EwS_78
CGPLLU86
CGCRC318
CGST80
CGST13
X75_1
CGPLBR37
JBLAB_5180
CGPLPA86
Bl10
EwS_26
CGPLBR49
X30
Ren23
P2
CGPLPA38
MBC_1193
CGPLPA39
Ren10
MBC_1077
CGST58
CGPLLU176
MBC_1121
CGPLBR72
CGST131
CGPLPA76
EwS_73
CGCRC320
EwSLike_2
Ren9
CGPLOV26
CGPLBR90
GB4
MBC_1186
MBC_1087
MBC_1414
CGPLPA122
CGPLBR52
MBC_1059
