FN
C6
CGPLPA58
CGPLBR83
GB8
CGPLBR57
CGST18
M4
B45
CGPLOV20
MBC_1379
CGPLPA15
CGPLBR102
CGPLOV32
CGPLPA130
Ren2
MBC_1239
EwS_91
EwS_37
B21
RMS_8
CGCRC305
CGPLBR45
CGPLLU266
CGPLPA71
Bl5
CRPC_1032
CGPLPA114
MBC_1198
CGPLBR87
CGST41
MBC_1137
CGPLBR35
EwS_62
OtherSarc_4
CGPLBR71
CGPLOV13
CGPLLU161
