fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.045454545454545456,0.9909689
0.0,0.5,0.71705824
0.015384615384615385,0.5,0.6995823
0.015384615384615385,0.5909090909090909,0.60310173
0.03076923076923077,0.5909090909090909,0.58887714
0.03076923076923077,0.6363636363636364,0.56414294
0.06153846153846154,0.6363636363636364,0.5490969
0.06153846153846154,0.7272727272727273,0.5270633
0.07692307692307693,0.7272727272727273,0.47586215
0.07692307692307693,0.7727272727272727,0.44563314
0.13846153846153847,0.7727272727272727,0.37943217
0.13846153846153847,0.8181818181818182,0.37712535
0.16923076923076924,0.8181818181818182,0.28354892
0.16923076923076924,0.8636363636363636,0.2813755
0.3230769230769231,0.8636363636363636,0.16520272
0.3230769230769231,0.9090909090909091,0.15322165
0.38461538461538464,0.9090909090909091,0.13701703
0.38461538461538464,0.9545454545454546,0.12873101
0.5230769230769231,0.9545454545454546,0.075273424
0.5230769230769231,1.0,0.071937844
1.0,1.0,0.010709328
