fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.05263157894736842,0.99160284
0.0,0.5263157894736842,0.53258187
0.029411764705882353,0.5263157894736842,0.48402599
0.029411764705882353,0.5789473684210527,0.46378258
0.04411764705882353,0.5789473684210527,0.43869653
0.04411764705882353,0.631578947368421,0.41512075
0.058823529411764705,0.631578947368421,0.4121467
0.058823529411764705,0.6842105263157895,0.4103138
0.07352941176470588,0.6842105263157895,0.3815004
0.07352941176470588,0.7368421052631579,0.3609685
0.10294117647058823,0.7368421052631579,0.32444546
0.10294117647058823,0.7894736842105263,0.3214734
0.1323529411764706,0.7894736842105263,0.2908963
0.1323529411764706,0.9473684210526315,0.23979379
0.19117647058823528,0.9473684210526315,0.21085122
0.19117647058823528,1.0,0.20970742
1.0,1.0,0.02366305
