fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.045454545454545456,0.93133986
0.0,0.2727272727272727,0.809295
0.015384615384615385,0.2727272727272727,0.8047867
0.015384615384615385,0.3181818181818182,0.72401506
0.03076923076923077,0.3181818181818182,0.6940863
0.03076923076923077,0.5,0.5488125
0.046153846153846156,0.5,0.48912916
0.046153846153846156,0.5909090909090909,0.40363657
0.06153846153846154,0.5909090909090909,0.38803783
0.06153846153846154,0.6818181818181818,0.3478659
0.07692307692307693,0.6818181818181818,0.31623703
0.07692307692307693,0.8181818181818182,0.26216704
0.1076923076923077,0.8181818181818182,0.19900076
0.1076923076923077,0.8636363636363636,0.18294545
0.12307692307692308,0.8636363636363636,0.16885857
0.12307692307692308,0.9090909090909091,0.16533841
0.38461538461538464,0.9090909090909091,0.07212717
0.38461538461538464,0.9545454545454546,0.07172605
0.6461538461538462,0.9545454545454546,0.04486263
0.6461538461538462,1.0,0.04358182
1.0,1.0,0.009205181
