fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.043478260869565216,0.97646606
0.0,0.5652173913043478,0.73617566
0.046875,0.5652173913043478,0.54033625
0.046875,0.6086956521739131,0.52639145
0.0625,0.6086956521739131,0.5127051
0.0625,0.6956521739130435,0.4717201
0.078125,0.6956521739130435,0.4303401
0.078125,0.7391304347826086,0.35885468
0.09375,0.7391304347826086,0.34235406
0.09375,0.8695652173913043,0.30889687
0.40625,0.8695652173913043,0.17390452
0.40625,0.9130434782608695,0.16953018
0.421875,0.9130434782608695,0.16764939
0.421875,0.9565217391304348,0.16359286
0.5,0.9565217391304348,0.13524903
0.5,1.0,0.1309558
1.0,1.0,0.020568796
