fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.05,0.99704534
0.0,0.6,0.6796948
0.014925373134328358,0.6,0.63069963
0.014925373134328358,0.7,0.5817933
0.07462686567164178,0.7,0.5507722
0.07462686567164178,0.75,0.5450211
0.1044776119402985,0.75,0.5255919
0.1044776119402985,0.85,0.45485628
0.16417910447761194,0.85,0.44123036
0.16417910447761194,0.9,0.43726003
0.2537313432835821,0.9,0.31890297
0.2537313432835821,0.95,0.30182332
0.7313432835820896,0.95,0.07447422
0.7313432835820896,1.0,0.07337309
1.0,1.0,0.02351427
