fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.047619047619047616,0.9951673
0.0,0.3333333333333333,0.9284459
0.015151515151515152,0.3333333333333333,0.8820213
0.015151515151515152,0.42857142857142855,0.8533308
0.045454545454545456,0.42857142857142855,0.8168051
0.045454545454545456,0.5714285714285714,0.5540051
0.06060606060606061,0.5714285714285714,0.53503174
0.06060606060606061,0.7142857142857143,0.4486023
0.07575757575757576,0.7142857142857143,0.44760206
0.07575757575757576,0.7619047619047619,0.43226779
0.10606060606060606,0.7619047619047619,0.39921468
0.10606060606060606,0.8095238095238095,0.3679609
0.15151515151515152,0.8095238095238095,0.24353698
0.15151515151515152,0.8571428571428571,0.23829047
0.16666666666666666,0.8571428571428571,0.23188114
0.16666666666666666,0.9047619047619048,0.22700882
0.25757575757575757,0.9047619047619048,0.15836719
0.25757575757575757,0.9523809523809523,0.15759957
0.8636363636363636,0.9523809523809523,0.026722493
0.8636363636363636,1.0,0.0263794
1.0,1.0,0.005249167
