fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.045454545454545456,0.99479926
0.0,0.5,0.8424065
0.015384615384615385,0.5,0.8204836
0.015384615384615385,0.6363636363636364,0.6086478
0.03076923076923077,0.6363636363636364,0.52318966
0.03076923076923077,0.6818181818181818,0.5125779
0.09230769230769231,0.6818181818181818,0.41112867
0.09230769230769231,0.7272727272727273,0.40936562
0.12307692307692308,0.7272727272727273,0.39605373
0.12307692307692308,0.8181818181818182,0.28213635
0.46153846153846156,0.8181818181818182,0.07455891
0.46153846153846156,0.8636363636363636,0.07137014
0.6153846153846154,0.8636363636363636,0.053260867
0.6153846153846154,0.9545454545454546,0.050577614
0.9692307692307692,0.9545454545454546,0.014160978
0.9692307692307692,1.0,0.012119782
1.0,1.0,0.004442675
