fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.045454545454545456,0.99301857
0.0,0.5909090909090909,0.7154788
0.015384615384615385,0.5909090909090909,0.69366753
0.015384615384615385,0.6363636363636364,0.67860276
0.046153846153846156,0.6363636363636364,0.619084
0.046153846153846156,0.7727272727272727,0.60404897
0.07692307692307693,0.7727272727272727,0.57892954
0.07692307692307693,0.8181818181818182,0.56550753
0.1076923076923077,0.8181818181818182,0.43872204
0.1076923076923077,0.8636363636363636,0.412475
0.16923076923076924,0.8636363636363636,0.35721377
0.16923076923076924,0.9090909090909091,0.3500772
0.26153846153846155,0.9090909090909091,0.2761613
0.26153846153846155,0.9545454545454546,0.26169538
0.7692307692307693,0.9545454545454546,0.10208416
0.7692307692307693,1.0,0.1013083
1.0,1.0,0.043572947
