fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.05,0.9799836
0.0,0.55,0.8249978
0.014925373134328358,0.55,0.77801144
0.014925373134328358,0.6,0.7651152
0.029850746268656716,0.6,0.7283552
0.029850746268656716,0.75,0.62822056
0.05970149253731343,0.75,0.57422173
0.05970149253731343,0.85,0.5380818
0.07462686567164178,0.85,0.53579855
0.07462686567164178,0.9,0.5010497
0.08955223880597014,0.9,0.49505818
0.08955223880597014,0.95,0.47055638
0.8507462686567164,0.95,0.04446181
0.8507462686567164,1.0,0.041749492
1.0,1.0,0.0050491546
