fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.045454545454545456,0.9655624
0.0,0.3181818181818182,0.7566968
0.015384615384615385,0.3181818181818182,0.7426142
0.015384615384615385,0.45454545454545453,0.65189356
0.03076923076923077,0.45454545454545453,0.5279747
0.03076923076923077,0.5,0.527592
0.046153846153846156,0.5,0.49933758
0.046153846153846156,0.6363636363636364,0.46666247
0.06153846153846154,0.6363636363636364,0.4197854
0.06153846153846154,0.8636363636363636,0.3412189
0.07692307692307693,0.8636363636363636,0.33169612
0.07692307692307693,0.9090909090909091,0.3096129
0.13846153846153847,0.9090909090909091,0.17668894
0.13846153846153847,0.9545454545454546,0.17190716
0.6153846153846154,0.9545454545454546,0.03290037
0.6153846153846154,1.0,0.03249459
1.0,1.0,0.006532639
