model_name,ichorcna_strat,feat,.metric,mean,median,sd,ci_95_lower,ci_95_upper,sem_lower,sem_upper
resnet18,"[0, 0.03]",C4,Sensitivity at 99% Specificity,0.32854251243394544,0.34582459818308875,0.15466909803584802,0.28603373431432005,0.37441239544271254,0.30666899882171444,0.35041602604617644
resnet18,"[0, 0.03]",C4,Sensitivity at 95% Specificity,0.5450410684757309,0.5694503986967332,0.13241619108152058,0.5096261313130421,0.5769731660509472,0.5263145911452035,0.5637675458062582
resnet18,"[0, 0.03]",C4,Accuracy at 99% Specificity,0.6592712562169727,0.6679122990915444,0.07733454901792401,0.6357675027396787,0.6805871806347423,0.6483344994108572,0.6702080130230882
resnet18,"[0, 0.03]",C4,Accuracy at 95% Specificity,0.7323275622872799,0.7449956320406743,0.06636826273227428,0.7144903767868157,0.7503796282852694,0.7229416725605676,0.7417134520139922
resnet18,"[0, 0.03]",C4,F1 at 99% Specificity,0.47311107476344655,0.5139136725343623,0.1903468651867526,0.4210012402245352,0.5253482000380444,0.44619196293321567,0.5000301865936774
resnet18,"[0, 0.03]",C4,F1 at 95% Specificity,0.6867007761006428,0.7172050323019381,0.12246103232300976,0.6501343603462318,0.7175586188806495,0.6693821708233018,0.7040193813779839
resnet18,"[0, 0.03]",C5,AUROC,0.8998183516418379,0.9012822796738986,0.023932925818556907,0.8932956405984191,0.9065430093599868,0.8964337248138506,0.9032029784698251
resnet18,"[0, 0.03]",C5,AUPRC,0.9377502611123486,0.9423364137308786,0.017083690447450908,0.9328376986726176,0.94241941958703,0.9353342624397317,0.9401662597849655
resnet18,"[0, 0.03]",C5,Sensitivity,0.8756755055673042,0.8773584905660378,0.03257662017566909,0.8670156834846309,0.8838182581751355,0.8710684757604334,0.880282535374175
resnet18,"[0, 0.03]",C5,Specificity,0.7508220925025724,0.7557109557109557,0.058566189633816594,0.7358143828972512,0.7664008264638369,0.7425395825349066,0.7591046024702381
resnet18,"[0, 0.03]",C5,F1,0.8640411705183215,0.8644830221639916,0.02458597320488859,0.8577343229760298,0.8704085417664732,0.860564188843272,0.867518152193371
resnet18,"[0, 0.03]",C5,Accuracy,0.8284601424922705,0.8313953488372093,0.031433369461786244,0.819550964511359,0.837286513644307,0.8240147927518763,0.8329054922326647
resnet18,"[0, 0.03]",C5,Sensitivity at 99% Specificity,0.28930043044487125,0.3395360913969188,0.17923421086852118,0.24116814826917274,0.3416343321517037,0.26395288525972105,0.31464797563002145
resnet18,"[0, 0.03]",C5,Sensitivity at 95% Specificity,0.5491766252278762,0.5694503986967332,0.11268320014834148,0.5166387823135117,0.5777870373269057,0.5332408142377376,0.5651124362180149
resnet18,"[0, 0.03]",C5,Accuracy at 99% Specificity,0.6396502152224356,0.6647680456984594,0.08961710543426059,0.6141955678381332,0.6663502173317082,0.6269764426298605,0.6523239878150107
resnet18,"[0, 0.03]",C5,Accuracy at 95% Specificity,0.7345300789598515,0.7448778245009917,0.055842934200612385,0.7190737909450685,0.748951060037134,0.7266326954689301,0.7424274624507728
resnet18,"[0, 0.03]",C5,F1 at 99% Specificity,0.4165168334358129,0.50694578429481,0.2382727307268902,0.355164826521521,0.4810640808416996,0.38281998070204887,0.45021368616957697
resnet18,"[0, 0.03]",C5,F1 at 95% Specificity,0.6933525357613736,0.7172050323019381,0.09872067506409939,0.665892763727717,0.7198943438441888,0.6793913240051459,0.7073137475176012
resnet18,"(0.03, 0.1]",C1,AUROC,0.926540939667463,0.9253331942025648,0.03160604467039646,0.9182814447595448,0.9353637864559295,0.9220711699648785,0.9310107093700475
resnet18,"(0.03, 0.1]",C1,AUPRC,0.9120244559557209,0.9109016676102842,0.031434248726827305,0.9037357361936195,0.9205656251106863,0.9075789818684721,0.9164699300429697
resnet18,"(0.03, 0.1]",C1,Sensitivity,0.78345485739325,0.7777777777777778,0.0752164210168365,0.7636443330313395,0.8031415711074265,0.7728176491217326,0.7940920656647675
resnet18,"(0.03, 0.1]",C1,Specificity,0.9196654134679402,0.9247737556561086,0.04576091467272975,0.9067271969861773,0.9314284059223523,0.9131938428522629,0.9261369840836174
resnet18,"(0.03, 0.1]",C1,F1,0.8114817400530077,0.8163454410674573,0.04888994203660527,0.7983702794062152,0.8252576147680262,0.8045676581438275,0.8183958219621879
resnet18,"(0.03, 0.1]",C1,Accuracy,0.8707183071248301,0.8712871287128713,0.03203342548115607,0.8620101436614249,0.8797735391186178,0.8661880966483583,0.875248517601302
resnet18,"(0.03, 0.1]",C1,Sensitivity at 99% Specificity,0.4576830869203285,0.549043062200957,0.23723855535561292,0.3839325066737993,0.5202588218535199,0.4241324886701577,0.4912336851704993
resnet18,"(0.03, 0.1]",C1,Sensitivity at 95% Specificity,0.7136756679131717,0.7325119236883944,0.09353166010956758,0.6883356844020156,0.7380448845652937,0.7004482936893496,0.7269030421369939
resnet18,"(0.03, 0.1]",C1,Accuracy at 99% Specificity,0.7238415434601643,0.7695215311004784,0.11861927767780646,0.6911011121018537,0.754965000303514,0.7070662443350789,0.7406168425852496
resnet18,"(0.03, 0.1]",C1,Accuracy at 95% Specificity,0.8161610440969289,0.8227040250477751,0.044954342673464494,0.8045469366133169,0.8281968959263433,0.8098035399872908,0.822518548206567
resnet18,"(0.03, 0.1]",C1,F1 at 99% Specificity,0.5831726035708028,0.7088733798604188,0.28339273101873963,0.5029678869330833,0.6530234673113532,0.5430948192023376,0.623250387939268
resnet18,"(0.03, 0.1]",C1,F1 at 95% Specificity,0.8017434153204844,0.8120471014492754,0.06319186471914301,0.7833539194481128,0.8179786514394471,0.7928067361087386,0.8106800945322302
resnet18,"(0.03, 0.1]",C2,AUROC,0.9432718607963947,0.9473319473319475,0.02610123580656532,0.9363828278021185,0.9505794873595981,0.9395805886291604,0.946963132963629
resnet18,"(0.03, 0.1]",C2,AUPRC,0.932276082504688,0.9330722453372164,0.027511072396591445,0.924405094738397,0.9394803261372691,0.9283854293348192,0.9361667356745568
resnet18,"(0.03, 0.1]",C2,Sensitivity,0.8189212250038925,0.8267857142857142,0.06609500586242914,0.7999846140849637,0.8367566507947102,0.8095739796343149,0.8282684703734702
resnet18,"(0.03, 0.1]",C2,Specificity,0.9385856462560133,0.9370039682539681,0.0320145103319595,0.9296603771872453,0.9471595547797016,0.9340581107855942,0.9431131817264323
resnet18,"(0.03, 0.1]",C2,F1,0.8478607333844398,0.847192745514181,0.0489045864208287,0.8333349429609431,0.8607185610392918,0.8409445804465815,0.8547768863222981
resnet18,"(0.03, 0.1]",C2,Accuracy,0.8956338575033974,0.8910891089108911,0.03212586612286981,0.8875251407493691,0.9043806542418947,0.8910905739460029,0.9001771410607919
resnet18,"(0.03, 0.1]",C2,Sensitivity at 99% Specificity,0.5146989847124422,0.5972972972972973,0.2648383278623771,0.44197522935350453,0.5856732653516009,0.4772451892025236,0.5521527802223608
resnet18,"(0.03, 0.1]",C2,Sensitivity at 95% Specificity,0.7545072555233221,0.7714285714285715,0.13729986497287358,0.7149894838685137,0.7852491427034118,0.7350901224076588,0.7739243886389854
resnet18,"(0.03, 0.1]",C2,Accuracy at 99% Specificity,0.7523494923562211,0.7936486486486486,0.13241916393118855,0.714897112914783,0.7870123198491579,0.7336225946012618,0.7710763901111803
resnet18,"(0.03, 0.1]",C2,Accuracy at 95% Specificity,0.8386539315649152,0.8479617604617604,0.06689369250100631,0.8161025195583202,0.8556443527940689,0.8291937348477013,0.8481141282821291
resnet18,"(0.03, 0.1]",C2,F1 at 99% Specificity,0.6284560472938887,0.7478813559322034,0.3018396514324744,0.5393895522006683,0.7060529579339323,0.5857694744221115,0.671142620165666
resnet18,"(0.03, 0.1]",C2,F1 at 95% Specificity,0.8257349498086941,0.8484848484848485,0.13073707183032485,0.785286608207483,0.8543066302520016,0.8072459357999551,0.8442239638174331
resnet18,"(0.03, 0.1]",C3,AUROC,0.9469927091428151,0.9510436539108966,0.021724235715105525,0.9414320076750112,0.9528514375536536,0.9439204382647659,0.9500649800208643
resnet18,"(0.03, 0.1]",C3,AUPRC,0.9371450548225253,0.9399259433048721,0.021137730743140546,0.9311268859697868,0.9425094869662468,0.9341557282730513,0.9401343813719993
resnet18,"(0.03, 0.1]",C3,Sensitivity,0.813040711869085,0.8108108108108109,0.067206785527807,0.7932465282897622,0.8317910625099928,0.8035362371113925,0.8225451866267774
resnet18,"(0.03, 0.1]",C3,Specificity,0.9457509713179406,0.940737489025461,0.03448167091669435,0.9360396332091837,0.9553359942109142,0.9408745266515731,0.9506274159843081
resnet18,"(0.03, 0.1]",C3,F1,0.8498521654642213,0.8531372549019608,0.0457750421731993,0.837233979169238,0.8615948651067409,0.8433785969182673,0.8563257340101752
resnet18,"(0.03, 0.1]",C3,Accuracy,0.8979906814210833,0.900990099009901,0.02991470115836533,0.8897210735779459,0.9064481168705106,0.8937601038118335,0.9022212590303331
resnet18,"(0.03, 0.1]",C3,Sensitivity at 99% Specificity,0.5281762198566103,0.6521008403361345,0.2806314798496811,0.4411690146310028,0.6003667108221219,0.4884889353733852,0.5678635043398355
resnet18,"(0.03, 0.1]",C3,Sensitivity at 95% Specificity,0.748436074747033,0.7680672268907562,0.13371341788393423,0.7073438381438009,0.7805945253259545,0.7295261418427609,0.7673460076513051
resnet18,"(0.03, 0.1]",C3,Accuracy at 99% Specificity,0.7590881099283052,0.8210504201680673,0.14031573992484056,0.718396845509255,0.7968676268610742,0.7392444676866927,0.7789317521699177
resnet18,"(0.03, 0.1]",C3,Accuracy at 95% Specificity,0.8348190786848283,0.8394783174074398,0.06450278595385854,0.815295856410226,0.8499922400391402,0.8256970072141487,0.8439411501555079
resnet18,"(0.03, 0.1]",C3,F1 at 99% Specificity,0.6328869763523922,0.7894088669950738,0.326400701211933,0.5382975498660408,0.7211106682261477,0.5867269465101919,0.6790470061945926
resnet18,"(0.03, 0.1]",C3,F1 at 95% Specificity,0.8202824760442642,0.8392087739913827,0.12850678023638368,0.7817851359322783,0.8478376822243449,0.802108872897545,0.8384560791909834
resnet18,"(0.03, 0.1]",C4,AUROC,0.9427047214282829,0.9481329308631941,0.0253632694181482,0.9358426541927555,0.9493659389438227,0.939117813468556,0.9462916293880097
resnet18,"(0.03, 0.1]",C4,AUPRC,0.9309003348443211,0.9322325693713696,0.028530061424667734,0.9225573780370465,0.9388751001168845,0.9268655748641108,0.9349350948245314
resnet18,"(0.03, 0.1]",C4,Sensitivity,0.8133198063404795,0.8157894736842105,0.05886369149012861,0.79671348053259206,0.8286243389840601,0.8049952232568109,0.8216443894241481
resnet18,"(0.03, 0.1]",C4,Specificity,0.9405317339066217,0.951216287678477,0.052308606800551334,0.9250391080923817,0.9535858687121679,0.9331341797900036,0.9479292880232398
resnet18,"(0.03, 0.1]",C4,F1,0.8472071566302524,0.8552380952380952,0.046580445781587314,0.8351464809284216,0.8604748018995173,0.8406196868136818,0.8537946264468229
resnet18,"(0.03, 0.1]",C4,Accuracy,0.8948631333721607,0.900990099009901,0.03511657578511178,0.8854094835954184,0.904718792467482,0.8898968995982199,0.8998293671461015
resnet18,"(0.03, 0.1]",C4,Sensitivity at 99% Specificity,0.5207350514581365,0.6002844950213371,0.25126270808185824,0.4460387585386387,0.5831612561614883,0.4852011385093409,0.5562689644069321
resnet18,"(0.03, 0.1]",C4,Sensitivity at 95% Specificity,0.7340912542883231,0.760731319554849,0.14175480473579105,0.6940261454291722,0.7659864040906591,0.7140440975494325,0.7541384110272137
resnet18,"(0.03, 0.1]",C4,Accuracy at 99% Specificity,0.7553675257290682,0.7951422475106686,0.12563135404092912,0.71838343132032,0.7877044387878507,0.7376005692546704,0.7731344822034659
resnet18,"(0.03, 0.1]",C4,Accuracy at 95% Specificity,0.8304560168763935,0.8480353430353431,0.06911532543945795,0.8106295322710914,0.8480785760876209,0.8206816338159623,0.8402303999368247
resnet18,"(0.03, 0.1]",C4,F1 at 99% Specificity,0.6395013788081887,0.75,0.28396983562569683,0.5613416187202052,0.7125822929034064,0.5993419795235168,0.6796607780928606
resnet18,"(0.03, 0.1]",C4,F1 at 95% Specificity,0.8153344502279505,0.8504719324391455,0.13389595420930958,0.7731819708558861,0.845526140999944,0.7963987027889813,0.8342701976669197
resnet18,"(0.03, 0.1]",C5,AUROC,0.9449828183839403,0.950111000111,0.02529295961742764,0.9380943270844354,0.9516860399604693,0.9414058537315881,0.9485597830362924
resnet18,"(0.03, 0.1]",C5,AUPRC,0.9327581385935192,0.9309759768776558,0.02703470817396515,0.924768604720867,0.9405514696771422,0.9289348534980771,0.9365814236889612
resnet18,"(0.03, 0.1]",C5,Sensitivity,0.8152534439231858,0.8156618156618156,0.06828277847794448,0.7955907437903085,0.8340197071970196,0.8055968007831831,0.8249100870631885
resnet18,"(0.03, 0.1]",C5,Specificity,0.941289609761378,0.953846153846154,0.040926918182861316,0.9293157578855304,0.952302155949733,0.9355016694853443,0.9470775500374117
resnet18,"(0.03, 0.1]",C5,F1,0.8482124963215748,0.8488999584889996,0.04644200384647168,0.8348465975157866,0.8603604788174408,0.8416446051512284,0.8547803874919212
resnet18,"(0.03, 0.1]",C5,Accuracy,0.8960298971073578,0.900990099009901,0.03199149959649709,0.8870192195690156,0.9053203746845273,0.8915056158463559,0.9005541783683597
resnet18,"(0.03, 0.1]",C5,Sensitivity at 99% Specificity,0.5006653679855018,0.5945945945945946,0.27482122641485146,0.42356510111695866,0.5680751618989047,0.46179977742311273,0.5395309585478908
resnet18,"(0.03, 0.1]",C5,Sensitivity at 95% Specificity,0.7596113609900063,0.7537878787878788,0.08431969110987922,0.7368374554363372,0.7816838299291455,0.7476867559157361,0.7715359660642764
resnet18,"(0.03, 0.1]",C5,Accuracy at 99% Specificity,0.7453326839927509,0.7922972972972973,0.13741061320742573,0.7086625017091785,0.781167296434634,0.7258998887115564,0.7647654792739453
resnet18,"(0.03, 0.1]",C5,Accuracy at 95% Specificity,0.8392621553981059,0.8375258448019642,0.041669930589836715,0.8272284107260331,0.8506916718751233,0.8333691372997767,0.8451551734964351
resnet18,"(0.03, 0.1]",C5,F1 at 99% Specificity,0.6104599871893721,0.7457627118644068,0.31962417863474624,0.5158174689667548,0.692372730139423,0.5652583023606103,0.655661672018134
resnet18,"(0.03, 0.1]",C5,F1 at 95% Specificity,0.8333019058318037,0.8307692307692308,0.05340692155466668,0.8189323728331981,0.8475211041772285,0.8257490265530831,0.8408547851105244
resnet18,"(0.1, 1]",C1,AUROC,0.9988876967233898,1,0.0024779041486046823,0.9981916551348932,0.9994871943732799,0.9985372681580681,0.9992381252887116
resnet18,"(0.1, 1]",C1,AUPRC,0.9985301776147957,0.9999999999999997,0.0028950091478412675,0.9977449110078123,0.9992419263624163,0.9981207614947886,0.9989395937348028
resnet18,"(0.1, 1]",C1,Sensitivity,0.9777509954974654,0.975609756097561,0.02409372047817974,0.970650655289471,0.9840665424897453,0.9743436288706385,0.9811583621242922
resnet18,"(0.1, 1]",C1,Specificity,0.9969588398478729,1,0.006866232845611547,0.9948221740981639,0.9985072822267501,0.9959878078866053,0.9979298718091405
resnet18,"(0.1, 1]",C1,F1,0.9860124141069286,0.9871773795824429,0.012855270148229134,0.9826490248769527,0.9897358039065187,0.9841944043677691,0.9878304238460882
resnet18,"(0.1, 1]",C1,Accuracy,0.989803392186979,0.9903846153846154,0.009216834090377629,0.9873103633513096,0.9921223277066402,0.9884999350097036,0.9911068493642544
resnet18,"(0.1, 1]",C1,Sensitivity at 99% Specificity,0.23000869885529707,0,0.4135525439223346,0.11584860657678374,0.34492191603571576,0.17152353721841102,0.2884938604921831
resnet18,"(0.1, 1]",C1,Sensitivity at 95% Specificity,0.386479667256304,0,0.4782098876105655,0.2514927361685064,0.5048911050396769,0.31885057638432646,0.45410875812828155
resnet18,"(0.1, 1]",C1,Accuracy at 99% Specificity,0.6100043494276486,0.495,0.2067762719611673,0.5524289921789921,0.6672838935925585,0.5807617686092056,0.6392469302460916
resnet18,"(0.1, 1]",C1,Accuracy at 95% Specificity,0.6645847377468126,0.475,0.23471825039471778,0.5983455204796991,0.7310062156059695,0.6313905644423432,0.697778911051282
resnet18,"(0.1, 1]",C1,F1 at 99% Specificity,0.2348778246061375,0,0.4222368429871371,0.11794428312851815,0.35243482403626614,0.17516451761753665,0.2945911315947383
resnet18,"(0.1, 1]",C1,F1 at 95% Specificity,0.38697384766248566,0,0.47896397364813154,0.2707062352011927,0.5202707566239372,0.3192381129203559,0.4547095824046154
resnet18,"(0.1, 1]",C2,AUROC,0.9988994753546859,1,0.0023858988781177005,0.9982116917360343,0.9994844244595482,0.9985620582994974,0.9992368924098745
resnet18,"(0.1, 1]",C2,AUPRC,0.9985216394142676,1,0.0029740207498516425,0.9976282633829913,0.9992485351021572,0.9981010493663457,0.9989422294621896
resnet18,"(0.1, 1]",C2,Sensitivity,0.9792878481042795,0.975609756097561,0.023991806250908285,0.9732054658862264,0.985777068976042,0.9758948943256933,0.9826808018828657
resnet18,"(0.1, 1]",C2,Specificity,0.9957933471269731,1,0.011720393826414247,0.9919219348035635,0.9984847093205302,0.9941358331364062,0.99745086111754
resnet18,"(0.1, 1]",C2,F1,0.9857428414946193,0.9873417721518988,0.016351315535054936,0.9810245063102048,0.9900746806506447,0.9834304162753876,0.988055266713851
resnet18,"(0.1, 1]",C2,Accuracy,0.9896203141366176,0.9903846153846154,0.01178628514201123,0.9861570401517943,0.9926974857109977,0.9879534817068347,0.9912871465664004
resnet18,"(0.1, 1]",C2,Sensitivity at 99% Specificity,0.09353251371672425,0,0.28354115225677395,0.018947368421052633,0.1855845153424101,0.0534337394154818,0.1336312880179667
resnet18,"(0.1, 1]",C2,Sensitivity at 95% Specificity,0.20945780473444145,0,0.39855028666325887,0.09727971467478848,0.32402217791099375,0.1530942826657549,0.265821326803128
resnet18,"(0.1, 1]",C2,Accuracy at 99% Specificity,0.5417662568583621,0.495,0.14177057612838698,0.5044736842105263,0.5804871075492786,0.5217168697077409,0.5618156440089833
resnet18,"(0.1, 1]",C2,Accuracy at 95% Specificity,0.5771276691087657,0.475,0.19433873818977143,0.5302366508069815,0.6350386585215585,0.5496440211845208,0.6046113170330105
resnet18,"(0.1, 1]",C2,F1 at 99% Specificity,0.09664378428368334,0,0.2929005960927185,0.019459459459459462,0.1753757772327607,0.055221384741534686,0.138066183825832
resnet18,"(0.1, 1]",C2,F1 at 95% Specificity,0.2101008016398259,0,0.3997093896642737,0.09579898109902359,0.32300802378510085,0.15357335765271707,0.2666282456269347
resnet18,"(0.1, 1]",C3,AUROC,0.998871451384548,1,0.002761082113021539,0.9981062057037504,0.9995265057093554,0.998480975407442,0.9992619273616541
resnet18,"(0.1, 1]",C3,AUPRC,0.9986406921909662,1,0.002987295212961434,0.9977417610277283,0.9993770662346652,0.998218224850468,0.9990631595314644
resnet18,"(0.1, 1]",C3,Sensitivity,0.9769697819883956,0.975609756097561,0.026291905594237955,0.9693681795958594,0.9836233012115714,0.9732515450411952,0.980688018935596
resnet18,"(0.1, 1]",C3,Specificity,0.9975569703927912,1,0.009483769746837487,0.9941815363740738,0.9996923076923078,0.9962157628129511,0.9988981779726314
resnet18,"(0.1, 1]",C3,F1,0.986142833068075,0.9873417721518988,0.015088229598114216,0.9816554456756785,0.9899465212614551,0.9840090351750899,0.9882766309610602
resnet18,"(0.1, 1]",C3,Accuracy,0.9898052602584568,0.9903846153846154,0.011060153734665583,0.9865302821163694,0.9927013606508592,0.9882411183171073,0.9913694021998064
resnet18,"(0.1, 1]",C3,Sensitivity at 99% Specificity,0.07791445076104897,0,0.26690366394511267,0.019428571428571427,0.15583564322391344,0.04016857262122405,0.11566032890087388
resnet18,"(0.1, 1]",C3,Sensitivity at 95% Specificity,0.2327010612581858,0,0.41832469832562263,0.11633062086088403,0.3496126444778723,0.17354101507341288,0.2918611074429587
resnet18,"(0.1, 1]",C3,Accuracy at 99% Specificity,0.5339572253805245,0.495,0.13345183197255633,0.5047142857142857,0.5825870770676691,0.515084286310612,0.552830164450437
resnet18,"(0.1, 1]",C3,Accuracy at 95% Specificity,0.5884354903910349,0.475,0.2040464141143978,0.5317233676120865,0.651969908041859,0.5595789697716171,0.6172920110104527
