model_name,ichorcna_strat,feat,.metric,mean,median,sd,ci_95_lower,ci_95_upper,sem_lower,sem_upper
resnet18,"(0.1, 1]",C3,F1 at 99% Specificity,0.07894340012366063,0,0.2704281358165586,0.01973275362318841,0.15789320749845426,0.04069908639175558,0.11718771385556569
resnet18,"(0.1, 1]",C3,F1 at 95% Specificity,0.2313332756796466,0,0.41600449884877183,0.11813903664979067,0.3492060071976037,0.17250135525163102,0.29016519610766217
resnet18,"(0.1, 1]",C4,AUROC,0.999099351241045,1,0.0015894115465009966,0.9986520389574669,0.9994917994588038,0.9988745745045196,0.9993241279775704
resnet18,"(0.1, 1]",C4,AUPRC,0.9986398827465977,1,0.0023582469031488452,0.9979260699879061,0.9992514346416159,0.9983063762712119,0.9989733892219834
resnet18,"(0.1, 1]",C4,Sensitivity,0.9749417042979303,0.975609756097561,0.024566664654638144,0.9678734921839062,0.9813735791844264,0.9714674532642441,0.9784159553316164
resnet18,"(0.1, 1]",C4,Specificity,0.9963756913726042,1,0.007861663479368656,0.9942019410494409,0.9985024108705486,0.9952638842610705,0.9974874984841379
resnet18,"(0.1, 1]",C4,F1,0.9840067080308753,0.9873417721518988,0.013706730479640817,0.9801060363782422,0.9877948842310936,0.9820682836168653,0.9859451324448854
resnet18,"(0.1, 1]",C4,Accuracy,0.988266867833272,0.9903846153846154,0.009780533558681408,0.9855783359653414,0.9907687140971625,0.9868836915126787,0.9896500441538653
resnet18,"(0.1, 1]",C4,Sensitivity at 99% Specificity,0.16978774092830576,0,0.36655026897872894,0.07432735920476614,0.27966681243446323,0.11794970476018332,0.2216257770964282
resnet18,"(0.1, 1]",C4,Sensitivity at 95% Specificity,0.3069790073827301,0,0.4524276372258785,0.17292546402272013,0.42667706368714065,0.2429960773270049,0.3709619374384553
resnet18,"(0.1, 1]",C4,Accuracy at 99% Specificity,0.5798938704641529,0.495,0.18327513448936444,0.5317156623383035,0.6291596339876426,0.5539748523800916,0.6058128885482141
resnet18,"(0.1, 1]",C4,Accuracy at 95% Specificity,0.6257536541827379,0.475,0.22223756159879637,0.5694421821712008,0.6858665025143094,0.5943245168145634,0.6571827915509123
resnet18,"(0.1, 1]",C4,F1 at 99% Specificity,0.17464818936706486,0,0.3766876591904704,0.07730987155334544,0.27591543680800684,0.12137650972649111,0.2279198690076386
resnet18,"(0.1, 1]",C4,F1 at 95% Specificity,0.3083610153127665,0,0.45427275221485885,0.19139428265142414,0.4240850244151672,0.24411714659288591,0.3726048840326471
resnet18,"(0.1, 1]",C5,AUROC,0.9981337115785308,1,0.003948359273800901,0.9970446224004283,0.9991348535321631,0.9975753292551177,0.9986920939019439
resnet18,"(0.1, 1]",C5,AUPRC,0.997780154867263,0.9999999999999997,0.004259840040324366,0.9965254708132888,0.9988242331223062,0.9971777225114064,0.9983825872231197
resnet18,"(0.1, 1]",C5,Sensitivity,0.9743963980908782,0.9746794871794873,0.027386116540172853,0.9672752465269795,0.9815103345624047,0.9705234163476939,0.9782693798340625
resnet18,"(0.1, 1]",C5,Specificity,0.996973269862303,1,0.0068394209784777855,0.9950903658206384,0.9987870813158288,0.9960060296716488,0.9979405100529571
resnet18,"(0.1, 1]",C5,F1,0.9842172905728785,0.987012987012987,0.015152639894485393,0.9801114413175933,0.9882429031992005,0.9820743836884248,0.9863601974573323
resnet18,"(0.1, 1]",C5,Accuracy,0.988469990746873,0.9903846153846154,0.010933436211178996,0.9854349224941573,0.9911501194468656,0.986923769369554,0.9900162121241921
resnet18,"(0.1, 1]",C5,Sensitivity at 99% Specificity,0.24934128644719145,0,0.42502614874877165,0.13482530456827632,0.36647545232973666,0.1892335120548197,0.3094490608395632
resnet18,"(0.1, 1]",C5,Sensitivity at 95% Specificity,0.366134173283724,0,0.4725434670210468,0.2483076146898355,0.5026383901303509,0.29930643529652723,0.43296191127092076
resnet18,"(0.1, 1]",C5,Accuracy at 99% Specificity,0.6196706432235957,0.495,0.21251307437438582,0.5622534556666056,0.6855949369686132,0.5896167560274098,0.6497245304197815
resnet18,"(0.1, 1]",C5,Accuracy at 95% Specificity,0.6567621154574791,0.475,0.23459853086394727,0.5896976221427997,0.7226202413046869,0.6235848730514193,0.6899393578635389
resnet18,"(0.1, 1]",C5,F1 at 99% Specificity,0.25453612176176493,0,0.43380386395365395,0.1374053839393906,0.3720276231418996,0.1931869909804539,0.315885252543076
resnet18,"(0.1, 1]",C5,F1 at 95% Specificity,0.3706077425067081,0,0.47824773119483455,0.23564287471134956,0.48895060221196013,0.30297329974371834,0.4382421852696978
resnet18,all,C1,AUROC,0.896272332970293,0.895571558071558,0.022130230479032093,0.8904429823664309,0.9028561860099135,0.893142645762104,0.8994020201784819
resnet18,all,C1,AUPRC,0.9585054015300944,0.960902542956461,0.012518924449216168,0.9551632980109983,0.9619373730188132,0.9567349582558539,0.960275844804335
resnet18,all,C1,Sensitivity,0.9120508753396813,0.915320292668359,0.048144314519176785,0.8985810717368025,0.9243286645035245,0.9052422410852637,0.9188595095940989
resnet18,all,C1,Specificity,0.6460523145421551,0.6564832089552239,0.09585439162398096,0.6210233989451152,0.6714345557146927,0.6324964564773895,0.6596081726069206
resnet18,all,C1,F1,0.8944409225726325,0.8946114958651121,0.021258962456508556,0.8882479524605373,0.8996647997603687,0.891434451269835,0.89744739387543
resnet18,all,C1,Accuracy,0.8421179244862432,0.8424235993208828,0.026227445040589225,0.8346445959646152,0.8488583672590961,0.8384088036379636,0.8458270453345229
resnet18,all,C1,Sensitivity at 99% Specificity,0.3360271194198142,0.37004564016334374,0.21578736564815323,0.27663402016564875,0.3964713650928126,0.3055101775109762,0.36654406132865225
resnet18,all,C1,Sensitivity at 95% Specificity,0.5554851801094947,0.5824351658968088,0.13388113794994755,0.5184304137818195,0.5915981086779775,0.5365515280060188,0.5744188322129705
resnet18,all,C1,Accuracy at 99% Specificity,0.6628499092109816,0.6800228200816718,0.10809221946901237,0.6341598324182647,0.6910044780439691,0.647563360934973,0.6781364574869903
resnet18,all,C1,Accuracy at 95% Specificity,0.7370402156976699,0.751823643554465,0.06709033944062909,0.7186801134033867,0.7544839784355285,0.7275522089035547,0.7465282224917851
resnet18,all,C1,F1 at 99% Specificity,0.4612710434561154,0.539810547875064,0.2629839576241599,0.3868756067179447,0.5357140711196334,0.4240794955002516,0.49846259141197924
resnet18,all,C1,F1 at 95% Specificity,0.6989228973194999,0.731043175305295,0.11815255225690145,0.6660316631275507,0.7281837676686009,0.6822136031364293,0.7156321915025704
resnet18,all,C2,AUROC,0.9188947495166748,0.9213373592210701,0.023251492437547514,0.9124064578712177,0.924665391016895,0.9156064919216154,0.9221830071117343
resnet18,all,C2,AUPRC,0.9701503594707657,0.971612018077175,0.010097728652336584,0.9674632887706626,0.9727746287490446,0.9687223249898359,0.9715783939516954
resnet18,all,C2,Sensitivity,0.9106705363919801,0.911108367542208,0.02675473053474833,0.9026913479959761,0.917733772789438,0.9068868461139923,0.914454226669968
resnet18,all,C2,Specificity,0.7012752459050959,0.7099067599067599,0.08911074479782391,0.676108385959213,0.723584766693678,0.6886730835204709,0.713877408289721
resnet18,all,C2,F1,0.902932308958336,0.9048160762942781,0.017493392464221852,0.8978644267507384,0.9074427385220226,0.9004583696708542,0.9054062482458177
resnet18,all,C2,Accuracy,0.8557020771427639,0.8568606409443442,0.026110666872384385,0.8485713691198538,0.8624492043010304,0.8520094712214107,0.8593946830641171
resnet18,all,C2,Sensitivity at 99% Specificity,0.44210496634302043,0.5040986067739611,0.20315833278642706,0.38298080366033244,0.49422325410227236,0.4133740393894533,0.4708358932965876
resnet18,all,C2,Sensitivity at 95% Specificity,0.6397931677686604,0.6630134518376171,0.11589024226690338,0.6056351612830139,0.6708649621135057,0.6234038125326045,0.6561825230047162
resnet18,all,C2,Accuracy at 99% Specificity,0.7160524831715103,0.7470493033869805,0.10157916639321353,0.6866014152287414,0.7445653386745689,0.7016870196947267,0.7304179466482938
resnet18,all,C2,Accuracy at 95% Specificity,0.7799708254670621,0.7920020639141465,0.057575026909007045,0.7643607892343186,0.795196092857335,0.7718284870761907,0.7881131638579335
resnet18,all,C2,F1 at 99% Specificity,0.580642168703595,0.6702988957315779,0.2382414089592332,0.513800948923405,0.6441900950547446,0.5469497455366927,0.6143345918704972
resnet18,all,C2,F1 at 95% Specificity,0.7686580142455902,0.7921435000642922,0.09310246632623766,0.7422418272997837,0.79312171940833,0.7554913371886952,0.7818246913024852
resnet18,all,C3,AUROC,0.9174740564898459,0.9195565907522429,0.018900507550596128,0.9121802241933121,0.9224496650109847,0.9148011210784671,0.9201469919012247
resnet18,all,C3,AUPRC,0.9692913807049952,0.969266201311764,0.008318717355627149,0.9669781984549911,0.9714419706915408,0.9681149364144076,0.9704678249955828
resnet18,all,C3,Sensitivity,0.9141286268150756,0.9130434782608696,0.023895432038038227,0.9075993455963828,0.9210115111703874,0.9107493024083797,0.9175079512217714
resnet18,all,C3,Specificity,0.6924253774396754,0.6952590420332356,0.09408015647658975,0.6656193931374899,0.7170887501009031,0.6791204341157377,0.705730320763613
resnet18,all,C3,F1,0.9033852012873472,0.9058712290419607,0.015889149805101595,0.8989238614859825,0.9075338608767815,0.901138136172452,0.9056322664022425
resnet18,all,C3,Accuracy,0.8557647036669791,0.8588709677419355,0.024567809014698235,0.8489005221793725,0.8624970065354287,0.8522902907963412,0.859239116537617
resnet18,all,C3,Sensitivity at 99% Specificity,0.40516605816879303,0.4132513661202186,0.17975588884075708,0.3562179065927489,0.4528984764267428,0.37974473657729013,0.43058737976029593
resnet18,all,C3,Sensitivity at 95% Specificity,0.6506388933419176,0.6693989071038251,0.08600582520006,0.6274285513041354,0.6732816166669361,0.6384758328978162,0.662801953786019
resnet18,all,C3,Accuracy at 99% Specificity,0.6974178702815768,0.7016256830601093,0.08998964540759835,0.6734376340099117,0.7221292069767127,0.6846914125807196,0.7101443279824339
resnet18,all,C3,Accuracy at 95% Specificity,0.7849640308298238,0.794209329250265,0.04254182595467061,0.7734797041964658,0.796257530919107,0.7789477081065027,0.7909803535531449
resnet18,all,C3,F1 at 99% Specificity,0.5506188438704701,0.5848153214774282,0.20780040748779033,0.4913356783468976,0.6034305421360733,0.5212314284168812,0.580006259324059
resnet18,all,C3,F1 at 95% Specificity,0.7794617608635609,0.7967016427281328,0.0676039178829132,0.759372253187584,0.7980632360870121,0.7699011231096036,0.7890223986175182
resnet18,all,C4,AUROC,0.9242683451414857,0.9286572798313131,0.022766632550389052,0.9179513265831876,0.9296717133268292,0.9210486570892532,0.9274880331937182
resnet18,all,C4,AUPRC,0.9714469366320378,0.9741053233723067,0.010392279883655337,0.9683924580039576,0.9741731379607079,0.9699772463164936,0.9729166269475821
resnet18,all,C4,Sensitivity,0.9130981105375765,0.9171245421245422,0.023991571759389575,0.9064567383807728,0.9197229433722284,0.90970518992109894,0.9164910311540541
resnet18,all,C4,Specificity,0.7241029329919415,0.734375,0.07956541162118178,0.7032691208307709,0.7470471878709677,0.7128506845708942,0.7353551814129888
resnet18,all,C4,F1,0.907838661181922,0.9091026145427232,0.01633184139000234,0.9033390726596243,0.9124542946790027,0.9055289900226953,0.9101483323411488
resnet18,all,C4,Accuracy,0.863387852208037,0.8666661225022855,0.0239891907533492,0.8569070973761165,0.8698609301278158,0.8599952683166628,0.8667804360994112
resnet18,all,C4,Sensitivity at 99% Specificity,0.44794075724569543,0.4807686501826526,0.19611047450037913,0.3932686831349037,0.50137831176385,0.4202065479695095,0.47567496652188135
resnet18,all,C4,Sensitivity at 95% Specificity,0.6679384644981418,0.6815642458100558,0.10754257442957924,0.6369901465080993,0.6962725128928989,0.6527296477690588,0.6831472812272247
resnet18,all,C4,Accuracy at 99% Specificity,0.7188616829706738,0.7353843250913262,0.09824225320492413,0.691490152398671,0.7449941160596397,0.7049681302826243,0.7327552356587232
resnet18,all,C4,Accuracy at 95% Specificity,0.7940532357390001,0.8017072765485749,0.05388328155506824,0.780431216695873,0.8085634897075338,0.7864329889829655,0.8016734824950347
resnet18,all,C4,F1 at 99% Specificity,0.5897435210072686,0.6493501129041142,0.21913423968702772,0.529156361709238,0.6474120639304558,0.5587532596326975,0.6207337823818396
resnet18,all,C4,F1 at 95% Specificity,0.7904380938417789,0.8052805280528053,0.08240819532743837,0.7667495158724222,0.811752817228544,0.7787838150935035,0.8020923725900543
resnet18,all,C5,AUROC,0.9217508351214646,0.9273304410401184,0.024717423639068006,0.9144325246552544,0.9283367147041462,0.9182552635477355,0.9252464066951938
resnet18,all,C5,AUPRC,0.9703392137793088,0.9733071393495816,0.011495802934797197,0.9673826168000769,0.9734171609618156,0.9687134617372329,0.9719649658213846
resnet18,all,C5,Sensitivity,0.9191284628191314,0.9239130434782608,0.023434105504592677,0.9128935800299414,0.9249761583284555,0.9158143798364637,0.9224425458017991
resnet18,all,C5,Specificity,0.7099454652538143,0.7097714552238805,0.08027467036938382,0.6892659094023131,0.7313621954278856,0.6985929124986731,0.7212980180089555
resnet18,all,C5,F1,0.9089018994207156,0.9105817862442835,0.016101760840382062,0.904085113507529,0.9131408071339814,0.90662476656486,0.9111790322765713
resnet18,all,C5,Accuracy,0.8641914604141344,0.8643784421715185,0.023930066428782506,0.8573415173841314,0.870655851581885,0.8608072379649271,0.8675756828633417
resnet18,all,C5,Sensitivity at 99% Specificity,0.4368202935718263,0.47384797522919075,0.19663740080655806,0.38688992465573013,0.48934421801720013,0.4090115656627834,0.46462902148086915
resnet18,all,C5,Sensitivity at 95% Specificity,0.6476038852880762,0.6621228320266096,0.11061950506102758,0.616842017257706,0.6764287902477498,0.6319599248560458,0.6632478457201066
resnet18,all,C5,Accuracy at 99% Specificity,0.7133548981671286,0.7319239876145953,0.09841931815392939,0.6849397239132707,0.7407364749274716,0.6994363047138487,0.7272734916204086
resnet18,all,C5,Accuracy at 95% Specificity,0.7838805402249152,0.7910998584736222,0.05512389054676153,0.7682943444797242,0.7980324081590487,0.7760848448627151,0.7916762355871152
resnet18,all,C5,F1 at 99% Specificity,0.5788108391372048,0.6429789255967354,0.21944778204858864,0.5166395148908521,0.6377794187184195,0.5477762361766239,0.6098454420977857
resnet18,all,C5,F1 at 95% Specificity,0.7750251461031584,0.7915287327052033,0.08904982428322746,0.7498400284376874,0.7968253910050457,0.7624315991803303,0.7876186930259865
resnet34,"[0, 0.03]",C1,AUROC,0.8553973041625816,0.8572429906542056,0.025821858725577688,0.8476786118552679,0.8621847632824666,0.8517455418810422,0.859049066444121
resnet34,"[0, 0.03]",C1,AUPRC,0.903686416819191,0.9059361304465111,0.024527795283102304,0.8969599486500673,0.9100911145882141,0.9002176627447437,0.9071551708936384
resnet34,"[0, 0.03]",C1,Sensitivity,0.8491583484548813,0.8450952717007763,0.06651114106589108,0.8310484098375165,0.8685482599082625,0.839752252680452,0.8585644442293106
resnet34,"[0, 0.03]",C1,Specificity,0.6627009348677761,0.6917420814479638,0.13045710891351298,0.626285819572432,0.6967293699074201,0.6442515135944288,0.6811503561411235
resnet34,"[0, 0.03]",C1,F1,0.8263925354088265,0.8261010054931479,0.026528855924890123,0.8191786198017353,0.8329351106663767,0.8226407886245044,0.8301442821931486
resnet34,"[0, 0.03]",C1,Accuracy,0.7786201102298697,0.7790697674418605,0.03228597756068713,0.7698555585428148,0.786987162252991,0.7740541834957899,0.7831860369639494
resnet34,"[0, 0.03]",C1,Sensitivity at 99% Specificity,0.23057213060190707,0.22329929028907738,0.1442991156281759,0.19434559080052669,0.2671019414560938,0.21016515396592608,0.250979107237888
resnet34,"[0, 0.03]",C1,Sensitivity at 95% Specificity,0.403997192968339,0.4093111803392177,0.12445969505960852,0.3716276831543959,0.4377074419240043,0.3863959340961272,0.42159845184055084
resnet34,"[0, 0.03]",C1,Accuracy at 99% Specificity,0.6102860653009535,0.6066496451445387,0.07214955781408795,0.5913683980619502,0.6296136518746179,0.6000825769829631,0.620489553618944
resnet34,"[0, 0.03]",C1,Accuracy at 95% Specificity,0.6617853420615991,0.6650402055542242,0.06233930704456884,0.6445141207105495,0.6780184678173833,0.6529692327124621,0.6706014514107361
resnet34,"[0, 0.03]",C1,F1 at 99% Specificity,0.3528024607593326,0.3650665124349335,0.19231668874878152,0.30223585050472335,0.40444554046737613,0.3256047738094114,0.3800001477092538
resnet34,"[0, 0.03]",C1,F1 at 95% Specificity,0.5564536022908478,0.5732959850606909,0.13163163332547262,0.5171819840268864,0.5921139648528889,0.5378380781822273,0.5750691263994684
resnet34,"[0, 0.03]",C2,AUROC,0.8846314891506127,0.8910336600866683,0.028376715580178003,0.8765278031082164,0.8927934269055564,0.8806184155477036,0.8886445627535219
resnet34,"[0, 0.03]",C2,AUPRC,0.9254123552515074,0.932179799544275,0.021391173903804236,0.919724516727404,0.9313436799062249,0.9223871864265233,0.9284375240764916
resnet34,"[0, 0.03]",C2,Sensitivity,0.8504307232350201,0.8483378256963163,0.0443278199330227,0.8375242148321538,0.862942940418098,0.8441618228210488,0.8566996236489914
resnet34,"[0, 0.03]",C2,Specificity,0.7443039375408672,0.7538461538461538,0.08828755727513181,0.7208976186038202,0.7659885516139797,0.7318181914521389,0.7567896836295955
resnet34,"[0, 0.03]",C2,F1,0.8481706313238422,0.8525314305130819,0.024496931730904756,0.8411883749458058,0.854254044194985,0.8447062420148048,0.8516350206328795
resnet34,"[0, 0.03]",C2,Accuracy,0.8106909530850921,0.813953488372093,0.030347484124869706,0.8019494891786532,0.8183204731818792,0.8063991707217628,0.8149827354484214
resnet34,"[0, 0.03]",C2,Sensitivity at 99% Specificity,0.239381831150746,0.2325631706472828,0.14951249464605662,0.1975707969774947,0.281574106507163,0.21823757138347719,0.2605260909180148
resnet34,"[0, 0.03]",C2,Sensitivity at 95% Specificity,0.5005583978017897,0.5114718614718614,0.11437690016524006,0.47092650114357354,0.5316855069904959,0.4843830614582021,0.5167337341453773
resnet34,"[0, 0.03]",C2,Accuracy at 99% Specificity,0.614690915575373,0.6112815853236413,0.07475624732302831,0.5953262295434482,0.6347385989948645,0.6041187856917386,0.6252630454590075
resnet34,"[0, 0.03]",C2,Accuracy at 95% Specificity,0.7099265031904456,0.7153809411043288,0.05666551823970434,0.695253969493173,0.725422670546931,0.7019127887490966,0.7179402176317946
resnet34,"[0, 0.03]",C2,F1 at 99% Specificity,0.3629758878563277,0.37736386420596946,0.19895236626354473,0.3136567776940319,0.4142381732306383,0.33483977439271523,0.3911120013199401
resnet34,"[0, 0.03]",C2,F1 at 95% Specificity,0.6509355760973042,0.668566450067158,0.10333104762633678,0.6218462094745043,0.6782150946205205,0.6363223592005657,0.6655487929940428
resnet34,"[0, 0.03]",C3,AUROC,0.8894377078204889,0.8896752267545138,0.02660174042642936,0.8814065056869214,0.8967754634673438,0.8856756536111104,0.8931997620298674
resnet34,"[0, 0.03]",C3,AUPRC,0.927897539209625,0.930250050418113,0.021293407762128413,0.9216295117865088,0.9333378775795999,0.9248861966049908,0.9309088818142592
resnet34,"[0, 0.03]",C3,Sensitivity,0.8641170436071826,0.8623853211009175,0.04180991863994774,0.8532279701880524,0.8762291370413362,0.8582042282089496,0.8700298590054155
resnet34,"[0, 0.03]",C3,Specificity,0.7440182313978673,0.7555970149253731,0.07042971661711173,0.7244428486722083,0.7628341798936399,0.734057965354466,0.7539784974412685
resnet34,"[0, 0.03]",C3,F1,0.8555297845272393,0.8571428571428571,0.025512072226515588,0.8478427559592031,0.8618648975567365,0.8519218326725413,0.8591377363819372
resnet34,"[0, 0.03]",C3,Accuracy,0.8185831428955505,0.8173981717972846,0.030628513692966645,0.8101837612582335,0.8261490791773087,0.814251616949558,0.8229146688415429
resnet34,"[0, 0.03]",C3,Sensitivity at 99% Specificity,0.28936998891489873,0.3116236801107841,0.16406087835793612,0.24325364554395423,0.3348407950770109,0.26616827699203516,0.3125717008377623
resnet34,"[0, 0.03]",C3,Sensitivity at 95% Specificity,0.5113464140989386,0.5278230300951727,0.1209048752317259,0.47806682387665717,0.5429540068117864,0.4942478826679652,0.528444945529912
resnet34,"[0, 0.03]",C3,Accuracy at 99% Specificity,0.6396849944574493,0.6508118400553922,0.08203043917896806,0.6182855127354472,0.6628316362158371,0.6280841384960175,0.6512858504188811
resnet34,"[0, 0.03]",C3,Accuracy at 95% Specificity,0.715898618671675,0.724181947739894,0.06019156642393644,0.6995260694493324,0.7326310042748472,0.7073862457139538,0.7244109916293963
resnet34,"[0, 0.03]",C3,F1 at 99% Specificity,0.423244858997101,0.4751723097046838,0.20710826546606018,0.3665376849030993,0.47737832399142943,0.39395532720693405,0.452534390787268
resnet34,"[0, 0.03]",C3,F1 at 95% Specificity,0.6597339907653578,0.6826592082616179,0.11148496873120045,0.6274203049762973,0.6876508716648382,0.6439676352873174,0.6755003462433982
resnet34,"[0, 0.03]",C4,AUROC,0.8914483938107722,0.8954368838532097,0.029471550179750547,0.8834414238836327,0.8985563070617872,0.887280487213936,0.8956163004076084
resnet34,"[0, 0.03]",C4,AUPRC,0.9305882478501059,0.9351771120263968,0.022492257556166895,0.9242957009772225,0.9370322258764844,0.9274073622816739,0.9337691334185378
resnet34,"[0, 0.03]",C4,Sensitivity,0.8582610865962006,0.855850787606024,0.044682501234654004,0.8458476603341798,0.8711063523285765,0.8519420266715205,0.8645801465208807
resnet34,"[0, 0.03]",C4,Specificity,0.7466938801906711,0.7575757575757576,0.08303608079481162,0.7207562168495762,0.7675209938689808,0.734950805028038,0.7584369553533041
resnet34,"[0, 0.03]",C4,F1,0.8529930544380616,0.8538967136150235,0.027117047578189165,0.8455774620692282,0.8603848981011696,0.8491581247924025,0.8568279840837207
resnet34,"[0, 0.03]",C4,Accuracy,0.8160532329614195,0.8197674418604651,0.033490401525291175,0.8066297049334589,0.8248158522650895,0.8113169749567808,0.8207894909660582
resnet34,"[0, 0.03]",C4,Sensitivity at 99% Specificity,0.2911793300856469,0.29357798165137616,0.16030486194911553,0.24557097474834746,0.3321843899488846,0.2685087990973683,0.3138498610739255
resnet34,"[0, 0.03]",C4,Sensitivity at 95% Specificity,0.5237732711519142,0.5137614678899083,0.11922289715470151,0.48995567612790925,0.558474593005486,0.506912607341755,0.5406339349620733
resnet34,"[0, 0.03]",C4,Accuracy at 99% Specificity,0.6405896650428234,0.6417889908256881,0.08015243097455776,0.6189569044773847,0.6635817840584315,0.6292543995486841,0.6519249305369628
resnet34,"[0, 0.03]",C4,Accuracy at 95% Specificity,0.7210932070819881,0.7161696227600263,0.059202637422677416,0.7034459847887445,0.7380311504622504,0.7127206898048474,0.7294657243591288
resnet34,"[0, 0.03]",C4,F1 at 99% Specificity,0.4267293333723896,0.45390070921985815,0.20203746088777494,0.37132399112504744,0.4858148506988402,0.3981569216428981,0.4553017451018811
resnet34,"[0, 0.03]",C4,F1 at 95% Specificity,0.6707456213996237,0.6706586826347305,0.10233809845819765,0.6429041671113932,0.6969642149484256,0.6562728287209181,0.6852184140783293
resnet34,"[0, 0.03]",C5,AUROC,0.891276681648362,0.892470436358304,0.02710716481790306,0.8837531818528143,0.898528319614207,0.887443149636066,0.8951102136606581
resnet34,"[0, 0.03]",C5,AUPRC,0.9314744937329772,0.9327110988061754,0.019926265175453005,0.9260759805257471,0.9363885920161665,0.9286564942871204,0.934292493178834
resnet34,"[0, 0.03]",C5,Sensitivity,0.8681935659601095,0.8785046728971962,0.040697446278990926,0.855944132872023,0.8793077630535936,0.8624380779119396,0.8739490540082795
resnet34,"[0, 0.03]",C5,Specificity,0.7386684143293684,0.7481343283582089,0.08984923189651983,0.7127621849120667,0.7610761698701307,0.725961814097682,0.7513750145610547
resnet34,"[0, 0.03]",C5,F1,0.8568349818295079,0.8584356819650938,0.025952681185038323,0.8489825750480098,0.864025071741688,0.8531647184583253,0.8605052452006905
resnet34,"[0, 0.03]",C5,Accuracy,0.8192841779809115,0.8197674418604651,0.034329622332554356,0.809661211184299,0.8284612347089664,0.814429236231527,0.824139119730296
resnet34,"[0, 0.03]",C5,Sensitivity at 99% Specificity,0.2601007079215411,0.25460859127154245,0.15015959974965223,0.21747484012615886,0.3032426932144769,0.23886493367289374,0.2813364821701885
resnet34,"[0, 0.03]",C5,Sensitivity at 95% Specificity,0.5138514021236326,0.5094373219373219,0.11528747739207862,0.4800240809154886,0.5445755042358739,0.49754729071366666,0.5301555135335985
resnet34,"[0, 0.03]",C5,Accuracy at 99% Specificity,0.6250503539607706,0.6223042956357712,0.07507979987482612,0.603599814671441,0.6459276084286213,0.6144324668364469,0.6356682410850942
resnet34,"[0, 0.03]",C5,Accuracy at 95% Specificity,0.7162629130364473,0.7154256745433215,0.05603524363731633,0.7002118403160116,0.7316133427309535,0.7083383328841699,0.7241874931887247
resnet34,"[0, 0.03]",C5,F1 at 99% Specificity,0.38984217634890916,0.40587209935722846,0.19878657980818001,0.3338254415789058,0.44385787987472464,0.36172950863066017,0.41795484406715816
resnet34,"[0, 0.03]",C5,F1 at 95% Specificity,0.6621672891388867,0.6666666666666666,0.10563367835784357,0.6330455695955077,0.6901524809381749,0.6472284310811847,0.6771061471965887
resnet34,"(0.03, 0.1]",C1,AUROC,0.9246721879505777,0.9252120686331212,0.029305966599678667,0.9164208456505788,0.9321855876538291,0.9205276984082058,0.9288166774929496
resnet34,"(0.03, 0.1]",C1,AUPRC,0.9135482190413186,0.9088835183630807,0.03171163728929321,0.9054670993605328,0.9219824747124726,0.909063516287361,0.9180329217952761
resnet34,"(0.03, 0.1]",C1,Sensitivity,0.7899242896927158,0.7858312858312858,0.07969332024885659,0.7672340432616904,0.811620719969265,0.7786539522600683,0.8011946271253633
resnet34,"(0.03, 0.1]",C1,Specificity,0.9368295028595365,0.945559089796917,0.03450341252580355,0.9274679055533752,0.9469550487096727,0.931949983465322,0.941709022253751
resnet34,"(0.03, 0.1]",C1,F1,0.8285887794020117,0.8320512820512821,0.052690841811690044,0.8137505725022444,0.8435243615608703,0.821137169091717,0.8360403897123064
resnet34,"(0.03, 0.1]",C1,Accuracy,0.884540865851291,0.8811881188118812,0.03249221655314134,0.8760065035915355,0.8939060376625898,0.8799457725191894,0.8891359591833926
resnet34,"(0.03, 0.1]",C1,Sensitivity at 99% Specificity,0.44605523315972234,0.5331196581196581,0.28953646945335487,0.3645315706077896,0.5191585443522556,0.40510859296946655,0.48700187334997813
resnet34,"(0.03, 0.1]",C1,Sensitivity at 95% Specificity,0.7033763837244937,0.7247474747474747,0.1699045969799505,0.6513660773027662,0.745147061823569,0.6793482451886357,0.7274045222603518
resnet34,"(0.03, 0.1]",C1,Accuracy at 99% Specificity,0.7180276165798611,0.7615598290598291,0.14476823472667744,0.6795596213645072,0.7561120182404142,0.6975542964847332,0.7385009366749891
resnet34,"(0.03, 0.1]",C1,Accuracy at 95% Specificity,0.813502789898729,0.824178326889724,0.08296738557005946,0.7879367784081182,0.8326798027352843,0.8017694297079474,0.8252361500895107
resnet34,"(0.03, 0.1]",C1,F1 at 99% Specificity,0.5505325400749971,0.6954545454545454,0.3415163153889161,0.45425371550141785,0.6351175948144817,0.5022348395755278,0.5988302405744663
resnet34,"(0.03, 0.1]",C1,F1 at 95% Specificity,0.7856101502111114,0.8120471014492754,0.17308072358512822,0.7308465442353942,0.8268754453900662,0.7611328395431677,0.810087460879055
resnet34,"(0.03, 0.1]",C2,AUROC,0.9438916685855536,0.9509671614934774,0.02874350700003439,0.9358383347433303,0.9513125075905184,0.9398267228425922,0.9479566143285151
resnet34,"(0.03, 0.1]",C2,AUPRC,0.934033554798089,0.9388029398095339,0.03026775933329301,0.9257154324092798,0.9423007931295363,0.9297530472229103,0.9383140623732678
resnet34,"(0.03, 0.1]",C2,Sensitivity,0.830398535422729,0.8355855855855856,0.06227563206934334,0.8124918913722432,0.8468139095081288,0.8215914310749468,0.8392056397705112
